run_id,target_name,family,type,jpc,d_total,d_spacing,d_mass,score_used,score_mode,enough_levels_full,enough_levels_partial,n_levels_sim,policy_status,policy_reason,policy_rejected,policy_preferred_parity,policy_allowed_k,run_dominant_parity,run_k_used,run_sector_confidence
0.0,xi_c_prime_2575,charmed_baryon,baryon,1/2+,151.97710601322345,nan,151.97710601322345,151.97710601322345,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,1.0
0.0,xi_c_2645,charmed_baryon,baryon,3/2+,135.18168816966232,nan,135.18168816966232,135.18168816966232,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,1.0
0.0,psi_3770,charmonium,meson,1-,72.15634015494639,nan,72.15634015494639,72.15634015494639,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
0.0,chi_c1_3872,charmonium,meson,1+,126.79389661574022,nan,126.79389661574022,126.79389661574022,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
0.0,psi_4040,charmonium,meson,1-,68.96361690221276,nan,68.96361690221276,68.96361690221276,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
0.0,psi_4160,charmonium,meson,1-,88.83633948774641,nan,88.83633948774641,88.83633948774641,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
0.0,chi_c0_3915,charmonium,meson,0+,64.93028370332388,nan,64.93028370332388,64.93028370332388,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
0.0,psi_4230,charmonium,meson,1-,90.39633942534644,nan,90.39633942534644,90.39633942534644,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
0.0,chi_c0_4500,charmonium,meson,0+,84.53028304999057,nan,84.53028304999057,84.53028304999057,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
0.0,eta_c_2s,charmonium,meson,0-,55.63028401332386,nan,55.63028401332386,55.63028401332386,total,1,1,1,pass,,0,even,"[1, 2, 4]",even,2,1.0
0.0,lambda_c_2765,charmed_baryon,baryon,1/2-,39.79542681172866,nan,39.79542681172866,39.79542681172866,total,1,1,1,reject,k_mismatch,1,any,[1],even,2,1.0
0.0,lambda_c_2860,charmed_baryon,baryon,3/2+,59.06056779796214,nan,59.06056779796214,59.06056779796214,total,1,1,1,reject,parity_mismatch|k_mismatch,1,odd,"[1, 3, 5]",even,2,1.0
1.0,electron,lepton,elementary,1/2+,22066.93560184398,nan,22066.93560184398,22066.93560184398,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,muon,lepton,elementary,1/2+,210.15664169633584,nan,210.15664169633584,210.15664169633584,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,pion,pion_like,meson,0-,41.36453171510936,nan,41.36453171510936,41.36453171510936,total,0,0,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,eta,eta_like,meson,0-,27.670443324159272,nan,27.670443324159272,27.670443324159272,total,0,0,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,rho,rho_like,meson,1-,17.902832615214592,nan,17.902832615214592,17.902832615214592,total,0,0,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,omega_782,omega_like,meson,1-,28.504531972309355,nan,28.504531972309355,28.504531972309355,total,0,0,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,proton,baryon,baryon,1/2+,25.384532034709355,nan,25.384532034709355,25.384532034709355,total,0,0,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,neutron,baryon,baryon,1/2+,25.364532035109352,nan,25.364532035109352,25.364532035109352,total,0,0,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,eta_prime,eta_prime_like,meson,0-,24.984532042709354,nan,24.984532042709354,24.984532042709354,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,phi,phi_like,meson,1-,29.705664935358374,nan,29.705664935358374,29.705664935358374,total,0,0,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,lambda,baryon,baryon,1/2+,21.844532105509355,nan,21.844532105509355,21.844532105509355,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,sigma,baryon,baryon,1/2+,20.364532135109354,nan,20.364532135109354,20.364532135109354,total,0,0,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1232,delta_like,baryon,3/2+,9.752266173677336,nan,9.752266173677336,9.752266173677336,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1600,delta_like,baryon,3/2+,6.072266210477335,nan,6.072266210477335,6.072266210477335,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1620,delta_like,baryon,1/2-,7.340332747245837,nan,7.340332747245837,7.340332747245837,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1700,delta_like,baryon,3/2-,6.340332759745839,nan,6.340332759745839,6.340332759745839,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1900,delta_like,baryon,3/2+,5.120443699992604,nan,5.120443699992604,5.120443699992604,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1910,delta_like,baryon,1/2+,5.94453242350935,nan,5.94453242350935,5.94453242350935,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1920,delta_like,baryon,3/2+,7.180665498483361,nan,7.180665498483361,7.180665498483361,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1930,delta_like,baryon,5/2-,6.93066550473336,nan,6.93066550473336,6.93066550473336,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,delta_1950,delta_like,baryon,7/2+,5.144532439509349,nan,5.144532439509349,5.144532439509349,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,tau,lepton,elementary,1/2+,21.511330280433484,nan,21.511330280433484,21.511330280433484,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,deuteron,nucleus,composite,1+,22.108440334103975,nan,22.108440334103975,22.108440334103975,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,triton,nucleus,composite,1/2+,24.06777927168884,nan,24.06777927168884,24.06777927168884,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,helium3,nucleus,composite,1/2+,3005.809872500638,nan,3005.809872500638,3005.809872500638,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,alpha,nucleus,composite,0+,50.6724440735852,nan,50.6724440735852,50.6724440735852,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,carbon12,nucleus,composite,0+,89.67633283203668,nan,89.67633283203668,89.67633283203668,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,eta_c,charmonium,meson,0-,25.892444899585175,nan,25.892444899585175,25.892444899585175,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,j_psi,charmonium,meson,1-,17.79546710169066,nan,17.79546710169066,17.79546710169066,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,lambda_c,charmed_baryon,baryon,1/2+,5.251557841896157,nan,5.251557841896157,5.251557841896157,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,meson_d0,charmed_meson,meson,0-,17.111330500433468,nan,17.111330500433468,17.111330500433468,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_d_plus,charmed_meson,meson,0-,16.86133051293346,nan,16.86133051293346,16.86133051293346,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_ds,charmed_meson,meson,0-,7.974220638192642,nan,7.974220638192642,7.974220638192642,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_ds0_2317,charmed_meson,meson,0+,7.38489103300728,nan,7.38489103300728,7.38489103300728,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_ds1_2460,charmed_meson,meson,1+,10.110934510762624,nan,10.110934510762624,10.110934510762624,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_ds1_2536,charmed_meson,meson,1+,16.388667824566625,nan,16.388667824566625,16.388667824566625,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_ds_star_2180_DOF,charmed_meson,meson,?-,2.061331252933433,nan,2.061331252933433,2.061331252933433,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,omega_baryon,strange_baryon,baryon,3/2+,17.84088697597043,nan,17.84088697597043,17.84088697597043,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,xi_minus,strange_baryon,baryon,1/2+,22.130665124733365,nan,22.130665124733365,22.130665124733365,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,xi_zero,strange_baryon,baryon,1/2+,22.30566512035837,nan,22.30566512035837,22.30566512035837,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,sigma_star_1385,strange_baryon,baryon,3/2+,16.44453221350935,nan,16.44453221350935,16.44453221350935,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,meson_phi_1680,meson,vector,,17.574220318192655,nan,17.574220318192655,17.574220318192655,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2]",odd,1,1.0
1.0,meson_d_star_zero,charmed_meson,meson,1-,6.674220681525968,nan,6.674220681525968,6.674220681525968,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_d_star_plus,charmed_meson,meson,1-,7.889064769237411,nan,7.889064769237411,7.889064769237411,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_ds_star,charmed_meson,meson,1-,5.290367879423993,nan,5.290367879423993,5.290367879423993,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,meson_ds_star_2090_DOF,charmed_meson,meson,1-,4.689064897237404,nan,4.689064897237404,4.689064897237404,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,xi_c_plus,charmed_baryon,baryon,1/2+,10.430934497962625,nan,10.430934497962625,10.430934497962625,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,rho_1700,rho_like,meson,1-,9.74453234750935,nan,9.74453234750935,9.74453234750935,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,nucleon_1720,nucleon_like,baryon,3/2+,9.74453234750935,nan,9.74453234750935,9.74453234750935,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,sigma_1775,strange_baryon,baryon,5/2-,10.805665407858363,nan,10.805665407858363,10.805665407858363,total,1,1,1,pass,,0,odd,"[1, 3, 5]",odd,1,1.0
1.0,chi_c0,charmonium,meson,0+,30.194333567141665,nan,30.194333567141665,30.194333567141665,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,chi_c1,charmonium,meson,1+,43.45911098069631,nan,43.45911098069631,43.45911098069631,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
1.0,chi_c2,charmonium,meson,2+,44.95911093069631,nan,44.95911093069631,44.95911093069631,total,1,1,1,reject,parity_mismatch,1,even,"[1, 2, 4]",odd,1,1.0
