template_name,particle_name,baseline_count,baseline_rate,observed_count,observed_rate,log_odds
ring_2,delta_1620,2,0.004111842105263158,0,0.001336898395721925,-1.1235188278824653
ring_2,delta_1900,8,0.013980263157894737,6,0.017379679144385027,0.21765509795695576
ring_2,delta_1910,12,0.02055921052631579,6,0.017379679144385027,-0.16800738285502895
ring_2,delta_1920,20,0.033717105263157895,22,0.06016042780748663,0.579009507617647
ring_2,delta_1930,2,0.004111842105263158,0,0.001336898395721925,-1.1235188278824653
ring_2,delta_1950,26,0.04358552631578947,27,0.07352941176470588,0.5229603562319842
ring_2,lambda_c,48,0.07976973684210527,16,0.04411764705882353,-0.5922843324852675
ring_2,lambda_c_2860,12,0.02055921052631579,1,0.004010695187165776,-1.634344451648456
ring_2,meson_d_star_plus,16,0.027138157894736843,16,0.04411764705882353,0.4859190845516351
ring_2,meson_d_star_zero,70,0.11595394736842106,88,0.23663101604278075,0.7133089267472958
ring_2,meson_ds,2,0.004111842105263158,1,0.004010695187165776,-0.024906539214355438
ring_2,meson_ds0_2317,6,0.01069078947368421,1,0.004010695187165776,-0.9804179842417918
ring_2,meson_ds1_2460,2,0.004111842105263158,1,0.004010695187165776,-0.024906539214355438
ring_2,meson_ds1_2536,20,0.033717105263157895,1,0.004010695187165776,-2.129040693484563
ring_2,meson_ds_star,14,0.023848684210526317,6,0.017379679144385027,-0.3164273879733023
ring_2,meson_ds_star_2090_DOF,70,0.11595394736842106,79,0.21256684491978609,0.6060633963936982
ring_2,meson_ds_star_2180_DOF,10,0.017269736842105265,12,0.03342245989304813,0.6602724716964128
ring_2,meson_phi_1680,4,0.007401315789473684,0,0.001336898395721925,-1.7113054927845843
ring_2,sigma_1775,14,0.023848684210526317,1,0.004010695187165776,-1.7827644567667291
ring_2,triton,6,0.01069078947368421,0,0.001336898395721925,-2.0790302729099017
ring_2,unknown,210,0.3462171052631579,70,0.18850267379679145,-0.6079538587525781
ring_2,xi_c_2645,14,0.023848684210526317,5,0.014705882352941176,-0.4834814726364684
ring_2,xi_c_plus,6,0.01069078947368421,3,0.009358288770053475,-0.1331201238545885
ring_2,xi_c_prime_2575,2,0.004111842105263158,0,0.001336898395721925,-1.1235188278824653
ring_3,delta_1620,2,0.004111842105263158,0,0.0026455026455026454,-0.4410100455275757
ring_3,delta_1900,8,0.013980263157894737,4,0.023809523809523808,0.5324391001865278
ring_3,delta_1910,12,0.02055921052631579,5,0.0291005291005291,0.34744731483669433
ring_3,delta_1920,20,0.033717105263157895,9,0.05026455026455026,0.3992947793686572
ring_3,delta_1930,2,0.004111842105263158,0,0.0026455026455026454,-0.4410100455275757
ring_3,delta_1950,26,0.04358552631578947,21,0.11375661375661375,0.9593360690479652
ring_3,lambda_c,48,0.07976973684210527,4,0.023809523809523808,-1.209058534260639
ring_3,lambda_c_2860,12,0.02055921052631579,0,0.0026455026455026454,-2.0504479579616763
ring_3,meson_d_star_plus,16,0.027138157894736843,13,0.07142857142857142,0.9677571714443733
ring_3,meson_d_star_zero,70,0.11595394736842106,44,0.23544973544973544,0.7083043462604962
ring_3,meson_ds,2,0.004111842105263158,0,0.0026455026455026454,-0.4410100455275757
ring_3,meson_ds0_2317,6,0.01069078947368421,1,0.007936507936507936,-0.2979092018869025
ring_3,meson_ds1_2460,2,0.004111842105263158,0,0.0026455026455026454,-0.4410100455275757
ring_3,meson_ds1_2536,20,0.033717105263157895,0,0.0026455026455026454,-2.5451441997977833
ring_3,meson_ds_star,14,0.023848684210526317,4,0.023809523809523808,-0.0016433857437301257
ring_3,meson_ds_star_2090_DOF,70,0.11595394736842106,44,0.23544973544973544,0.7083043462604962
ring_3,meson_ds_star_2180_DOF,10,0.017269736842105265,6,0.03439153439153439,0.6888547866446382
ring_3,meson_phi_1680,4,0.007401315789473684,0,0.0026455026455026454,-1.0287967104296947
ring_3,sigma_1775,14,0.023848684210526317,0,0.0026455026455026454,-2.1988679630799495
ring_3,triton,6,0.01069078947368421,0,0.0026455026455026454,-1.396521490555012
ring_3,unknown,210,0.3462171052631579,21,0.11375661375661375,-1.1130048510822945
ring_3,xi_c_2645,14,0.023848684210526317,1,0.007936507936507936,-1.10025567441184
ring_3,xi_c_plus,6,0.01069078947368421,0,0.0026455026455026454,-1.396521490555012
ring_3,xi_c_prime_2575,2,0.004111842105263158,0,0.0026455026455026454,-0.4410100455275757
ladder_2,delta_1620,2,0.004111842105263158,0,0.006944444444444444,0.5240708505160113
ladder_2,delta_1900,8,0.013980263157894737,1,0.020833333333333332,0.39890770756200516
ladder_2,delta_1910,12,0.02055921052631579,3,0.04861111111111111,0.8605430871372242
ladder_2,delta_1920,20,0.033717105263157895,3,0.04861111111111111,0.3658468453011173
ladder_2,delta_1930,2,0.004111842105263158,0,0.006944444444444444,0.5240708505160113
ladder_2,delta_1950,26,0.04358552631578947,8,0.11805555555555555,0.996430193454206
ladder_2,lambda_c,48,0.07976973684210527,0,0.006944444444444444,-2.4412022155532713
ladder_2,lambda_c_2860,12,0.02055921052631579,0,0.006944444444444444,-1.0853670619180893
ladder_2,meson_d_star_plus,16,0.027138157894736843,3,0.04861111111111111,0.5829113505389448
ladder_2,meson_d_star_zero,70,0.11595394736842106,16,0.22916666666666666,0.6812564340384235
ladder_2,meson_ds,2,0.004111842105263158,0,0.006944444444444444,0.5240708505160113
ladder_2,meson_ds0_2317,6,0.01069078947368421,0,0.006944444444444444,-0.4314405945114252
ladder_2,meson_ds1_2460,2,0.004111842105263158,0,0.006944444444444444,0.5240708505160113
ladder_2,meson_ds1_2536,20,0.033717105263157895,0,0.006944444444444444,-1.5800633037541962
ladder_2,meson_ds_star,14,0.023848684210526317,0,0.006944444444444444,-1.2337870670363624
ladder_2,meson_ds_star_2090_DOF,70,0.11595394736842106,14,0.2013888888888889,0.5520447025584175
ladder_2,meson_ds_star_2180_DOF,10,0.017269736842105265,1,0.020833333333333332,0.18759861389479815
ladder_2,meson_phi_1680,4,0.007401315789473684,0,0.006944444444444444,-0.06371581438610774
ladder_2,sigma_1775,14,0.023848684210526317,0,0.006944444444444444,-1.2337870670363624
ladder_2,triton,6,0.01069078947368421,0,0.006944444444444444,-0.4314405945114252
ladder_2,unknown,210,0.3462171052631579,11,0.1597222222222222,-0.7736298548031201
ladder_2,xi_c_2645,14,0.023848684210526317,0,0.006944444444444444,-1.2337870670363624
ladder_2,xi_c_plus,6,0.01069078947368421,0,0.006944444444444444,-0.4314405945114252
ladder_2,xi_c_prime_2575,2,0.004111842105263158,0,0.006944444444444444,0.5240708505160113
ring_5,delta_1620,2,0.004111842105263158,0,0.015625,1.3350010667323402
ring_5,delta_1900,8,0.013980263157894737,0,0.015625,0.1112256351102244
ring_5,delta_1910,12,0.02055921052631579,1,0.046875,0.8241754429663494
ring_5,delta_1920,20,0.033717105263157895,1,0.046875,0.32947920113024226
ring_5,delta_1930,2,0.004111842105263158,0,0.015625,1.3350010667323402
ring_5,delta_1950,26,0.04358552631578947,3,0.109375,0.920057214669632
ring_5,lambda_c,48,0.07976973684210527,0,0.015625,-1.6302719993369423
ring_5,lambda_c_2860,12,0.02055921052631579,0,0.015625,-0.2744368457017604
ring_5,meson_d_star_plus,16,0.027138157894736843,0,0.015625,-0.5520685823000399
ring_5,meson_d_star_zero,70,0.11595394736842106,5,0.171875,0.3935743615866426
ring_5,meson_ds,2,0.004111842105263158,0,0.015625,1.3350010667323402
ring_5,meson_ds0_2317,6,0.01069078947368421,0,0.015625,0.3794896217049037
ring_5,meson_ds1_2460,2,0.004111842105263158,0,0.015625,1.3350010667323402
ring_5,meson_ds1_2536,20,0.033717105263157895,0,0.015625,-0.7691330875378675
ring_5,meson_ds_star,14,0.023848684210526317,1,0.046875,0.6757554378480761
ring_5,meson_ds_star_2090_DOF,70,0.11595394736842106,5,0.171875,0.3935743615866426
ring_5,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.015625,-0.10008345855698265
ring_5,meson_phi_1680,4,0.007401315789473684,0,0.015625,0.7472144018302211
ring_5,sigma_1775,14,0.023848684210526317,0,0.015625,-0.4228568508200336
ring_5,triton,6,0.01069078947368421,0,0.015625,0.3794896217049037
ring_5,unknown,210,0.3462171052631579,4,0.140625,-0.9009692771797216
ring_5,xi_c_2645,14,0.023848684210526317,0,0.015625,-0.4228568508200336
ring_5,xi_c_plus,6,0.01069078947368421,0,0.015625,0.3794896217049037
ring_5,xi_c_prime_2575,2,0.004111842105263158,0,0.015625,1.3350010667323402
bipartite_2_2,delta_1620,2,0.004111842105263158,0,0.005952380952380952,0.369920170688753
bipartite_2_2,delta_1900,8,0.013980263157894737,1,0.017857142857142856,0.24475702773474692
bipartite_2_2,delta_1910,12,0.02055921052631579,4,0.05357142857142857,0.9577068355908719
bipartite_2_2,delta_1920,20,0.033717105263157895,4,0.05357142857142857,0.4630105937547649
bipartite_2_2,delta_1930,2,0.004111842105263158,0,0.005952380952380952,0.369920170688753
bipartite_2_2,delta_1950,26,0.04358552631578947,11,0.13690476190476192,1.1445603854998814
bipartite_2_2,lambda_c,48,0.07976973684210527,1,0.017857142857142856,-1.4967406067124198
bipartite_2_2,lambda_c_2860,12,0.02055921052631579,0,0.005952380952380952,-1.2395177417453476
bipartite_2_2,meson_d_star_plus,16,0.027138157894736843,5,0.06547619047619048,0.8807457944547437
bipartite_2_2,meson_d_star_zero,70,0.11595394736842106,15,0.18452380952380953,0.46458539722983133
bipartite_2_2,meson_ds,2,0.004111842105263158,0,0.005952380952380952,0.369920170688753
