template_name,particle_name,baseline_count,baseline_rate,observed_count,observed_rate,log_odds
bipartite_2_2,meson_ds0_2317,6,0.01069078947368421,0,0.005952380952380952,-0.5855912743386835
bipartite_2_2,meson_ds1_2460,2,0.004111842105263158,0,0.005952380952380952,0.369920170688753
bipartite_2_2,meson_ds1_2536,20,0.033717105263157895,0,0.005952380952380952,-1.7342139835814545
bipartite_2_2,meson_ds_star,14,0.023848684210526317,4,0.05357142857142857,0.8092868304725988
bipartite_2_2,meson_ds_star_2090_DOF,70,0.11595394736842106,16,0.19642857142857142,0.5271057542111653
bipartite_2_2,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.005952380952380952,-1.0651643546005698
bipartite_2_2,meson_phi_1680,4,0.007401315789473684,0,0.005952380952380952,-0.21786649421336604
bipartite_2_2,sigma_1775,14,0.023848684210526317,0,0.005952380952380952,-1.3879377468636207
bipartite_2_2,triton,6,0.01069078947368421,0,0.005952380952380952,-0.5855912743386835
bipartite_2_2,unknown,210,0.3462171052631579,11,0.13690476190476192,-0.9277805346303782
bipartite_2_2,xi_c_2645,14,0.023848684210526317,0,0.005952380952380952,-1.3879377468636207
bipartite_2_2,xi_c_plus,6,0.01069078947368421,0,0.005952380952380952,-0.5855912743386835
bipartite_2_2,xi_c_prime_2575,2,0.004111842105263158,0,0.005952380952380952,0.369920170688753
complete_4,delta_1620,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
complete_4,delta_1900,8,0.013980263157894737,4,0.046875,1.209837923778334
complete_4,delta_1910,12,0.02055921052631579,7,0.078125,1.33500106673234
complete_4,delta_1920,20,0.033717105263157895,5,0.057291666666666664,0.5301498965923934
complete_4,delta_1930,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
complete_4,delta_1950,26,0.04358552631578947,10,0.109375,0.920057214669632
complete_4,lambda_c,48,0.07976973684210527,0,0.005208333333333333,-2.728884288005052
complete_4,lambda_c_2860,12,0.02055921052631579,0,0.005208333333333333,-1.37304913436987
complete_4,meson_d_star_plus,16,0.027138157894736843,4,0.046875,0.5465437063680699
complete_4,meson_d_star_zero,70,0.11595394736842106,25,0.265625,0.8288924328444882
complete_4,meson_ds,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
complete_4,meson_ds0_2317,6,0.01069078947368421,0,0.005208333333333333,-0.7191226669632061
complete_4,meson_ds1_2460,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
complete_4,meson_ds1_2536,20,0.033717105263157895,0,0.005208333333333333,-1.8677453762059772
complete_4,meson_ds_star,14,0.023848684210526317,0,0.005208333333333333,-1.5214691394881434
complete_4,meson_ds_star_2090_DOF,70,0.11595394736842106,20,0.21354166666666666,0.6106388668244702
complete_4,meson_ds_star_2180_DOF,10,0.017269736842105265,2,0.026041666666666668,0.41074216520900814
complete_4,meson_phi_1680,4,0.007401315789473684,0,0.005208333333333333,-0.3513978868378886
complete_4,sigma_1775,14,0.023848684210526317,0,0.005208333333333333,-1.5214691394881434
complete_4,triton,6,0.01069078947368421,0,0.005208333333333333,-0.7191226669632061
complete_4,unknown,210,0.3462171052631579,7,0.078125,-1.4887559420818406
complete_4,xi_c_2645,14,0.023848684210526317,0,0.005208333333333333,-1.5214691394881434
complete_4,xi_c_plus,6,0.01069078947368421,0,0.005208333333333333,-0.7191226669632061
complete_4,xi_c_prime_2575,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
ring_4,delta_1620,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
ring_4,delta_1900,8,0.013980263157894737,7,0.078125,1.7206635475443246
ring_4,delta_1910,12,0.02055921052631579,5,0.057291666666666664,1.0248461384285004
ring_4,delta_1920,20,0.033717105263157895,3,0.036458333333333336,0.07816477284933626
ring_4,delta_1930,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
ring_4,delta_1950,26,0.04358552631578947,5,0.057291666666666664,0.2734300497445796
ring_4,lambda_c,48,0.07976973684210527,0,0.005208333333333333,-2.728884288005052
ring_4,lambda_c_2860,12,0.02055921052631579,0,0.005208333333333333,-1.37304913436987
ring_4,meson_d_star_plus,16,0.027138157894736843,6,0.06770833333333333,0.9142684864933872
ring_4,meson_d_star_zero,70,0.11595394736842106,22,0.234375,0.7037292898904821
ring_4,meson_ds,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
ring_4,meson_ds0_2317,6,0.01069078947368421,0,0.005208333333333333,-0.7191226669632061
ring_4,meson_ds1_2460,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
ring_4,meson_ds1_2536,20,0.033717105263157895,0,0.005208333333333333,-1.8677453762059772
ring_4,meson_ds_star,14,0.023848684210526317,2,0.026041666666666668,0.08796877294595701
ring_4,meson_ds_star_2090_DOF,70,0.11595394736842106,18,0.19270833333333334,0.507984712764387
ring_4,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.005208333333333333,-1.1986957472250925
ring_4,meson_phi_1680,4,0.007401315789473684,0,0.005208333333333333,-0.3513978868378886
ring_4,sigma_1775,14,0.023848684210526317,0,0.005208333333333333,-1.5214691394881434
ring_4,triton,6,0.01069078947368421,0,0.005208333333333333,-0.7191226669632061
ring_4,unknown,210,0.3462171052631579,16,0.171875,-0.7002985817175704
ring_4,xi_c_2645,14,0.023848684210526317,0,0.005208333333333333,-1.5214691394881434
ring_4,xi_c_plus,6,0.01069078947368421,0,0.005208333333333333,-0.7191226669632061
ring_4,xi_c_prime_2575,2,0.004111842105263158,0,0.005208333333333333,0.23638877806423034
complete_5,delta_1620,2,0.004111842105263158,0,0.013513513513513514,1.1898190568878422
complete_5,delta_1900,8,0.013980263157894737,1,0.04054054054054054,1.0646559139338363
complete_5,delta_1910,12,0.02055921052631579,1,0.04054054054054054,0.6789934331218516
complete_5,delta_1920,20,0.033717105263157895,0,0.013513513513513514,-0.9143150973823653
complete_5,delta_1930,2,0.004111842105263158,0,0.013513513513513514,1.1898190568878422
complete_5,delta_1950,26,0.04358552631578947,5,0.14864864864864866,1.2268603285681914
complete_5,lambda_c,48,0.07976973684210527,0,0.013513513513513514,-1.7754540091814404
complete_5,lambda_c_2860,12,0.02055921052631579,0,0.013513513513513514,-0.4196188555462583
complete_5,meson_d_star_plus,16,0.027138157894736843,2,0.06756756756756757,0.9121873202895627
complete_5,meson_d_star_zero,70,0.11595394736842106,8,0.22972972972972974,0.6837104229999904
complete_5,meson_ds,2,0.004111842105263158,0,0.013513513513513514,1.1898190568878422
complete_5,meson_ds0_2317,6,0.01069078947368421,0,0.013513513513513514,0.23430761186040588
complete_5,meson_ds1_2460,2,0.004111842105263158,0,0.013513513513513514,1.1898190568878422
complete_5,meson_ds1_2536,20,0.033717105263157895,0,0.013513513513513514,-0.9143150973823653
complete_5,meson_ds_star,14,0.023848684210526317,0,0.013513513513513514,-0.5680388606645315
complete_5,meson_ds_star_2090_DOF,70,0.11595394736842106,3,0.0945945945945946,-0.20359277200091241
complete_5,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.013513513513513514,-0.2452654684014805
complete_5,meson_phi_1680,4,0.007401315789473684,0,0.013513513513513514,0.6020323919857232
complete_5,sigma_1775,14,0.023848684210526317,0,0.013513513513513514,-0.5680388606645315
complete_5,triton,6,0.01069078947368421,0,0.013513513513513514,0.23430761186040588
complete_5,unknown,210,0.3462171052631579,5,0.14864864864864866,-0.8454805915620682
complete_5,xi_c_2645,14,0.023848684210526317,0,0.013513513513513514,-0.5680388606645315
complete_5,xi_c_plus,6,0.01069078947368421,0,0.013513513513513514,0.23430761186040588
complete_5,xi_c_prime_2575,2,0.004111842105263158,0,0.013513513513513514,1.1898190568878422
