run_id,dof_grade,dof_family_id,dof_family_friendly,R_S1_Q,R_S2_S1,dominant_parity,lock_Q0_S1_0_1-1_ratio,band_count,rho_lock,lock_quality_Q,participation_entropy,dna_cluster_id
7,A,F7F8E,LOCKED_lowEnt_vhiBands_S1Q_bin7_S2S1_bin3,5.447921967707342,8.243609562752388,,0.649756991854409,23,0.2813470440701437,0.9998951132345691,0.0011182518943840694,
70,A,F59C9,LOCKED_lowEnt_midBands_S1Q_bin8_S2S1_bin3,9.941179542513087,3.288203009169726,,0.6345626325844502,14,0.2730873115427817,0.9993719678039292,0.005403968108069606,
71,C,F4CDC,REJECTED,5.12735008001383,2.359817547242461,,0.6178655118143858,30,0.256526479677178,0.0003291876290300094,0.08957221491124695,
72,B,F8FD7,LOCKED_lowEnt_maxBands_S1Q_bin6_S2S1_bin3,4.614065567048195,7.636820538834131,,0.6405228140621029,30,0.13845229693541014,0.9998142179624703,0.0018897333248911437,
73,C,F0154,REJECTED,8.854107212583143,4.134265611177589,,0.65362834518646,30,0.2689285268440207,0.0010521224497154148,0.015467145848017366,
74,C,FCEA4,REJECTED,,,,,0,,,,
75,A,F58FC,LOCKED_lowEnt_midBands_S1Q_bin8_S2S1_bin3,9.093340601786368,2.4638619505779404,,0.6495355602017747,11,0.7107994799686206,0.99920160648315,0.006847728633083491,
76,A,FDDA9,LOCKED_lowEnt_midBands_S1Q_bin8_S2S1_bin3,9.487126141462818,6.70727238176523,,0.633165219042708,11,0.40118666370763484,0.9998346800838968,0.0016915296202926382,
77,A,FDDBA,LOCKED_lowEnt_vhiBands_S1Q_bin8_S2S1_bin3,8.970215178218501,3.714201762579523,,0.6120565984935061,20,0.2741975159079072,0.9998133473348243,0.0018731618401834531,
78,A,FDDBA,LOCKED_lowEnt_vhiBands_S1Q_bin8_S2S1_bin3,7.325759463672246,9.716164542658806,,0.6555945556160566,23,0.21253609041334848,0.9998008642105446,0.001996826133904904,
79,A,F59C9,LOCKED_lowEnt_midBands_S1Q_bin8_S2S1_bin3,6.38788515506563,3.6439311981621048,,0.6223664352905046,12,0.21297176238682378,0.9995920499049906,0.003668156203044825,
8,B,F671E,LOCKED_lowEnt_midBands_S1Q_bin8_S2S1_bin3,7.459148957262997,3.1909632536187473,,0.6573185492266226,11,0.13212550083123445,0.9998458660863924,0.0015468044449249941,
80,B,F1242,LOCKED_midEnt_midBands_S1Q_bin7_S2S1_bin3,5.591735391741058,4.239074682313747,,0.6478406943281849,12,0.4687031253787354,0.9986844046582389,0.010682230929896118,
81,A,FB7C0,LOCKED_lowEnt_midBands_S1Q_bin6_S2S1_bin3,4.889759630966687,6.272877905524792,,0.597020404348165,11,0.33857081389079363,0.9993937408460571,0.005443168313138973,
82,A,FBC64,LOCKED_lowEnt_vhiBands_S1Q_bin8_S2S1_bin3,8.600880426111292,6.045588612076295,,0.6174255691671837,20,0.5340720742750301,0.999029407846759,0.007923879246190231,
83,B,FE34A,LOCKED_lowEnt_hiBands_S1Q_bin8_S2S1_bin3,7.9535108367732965,6.473839044897067,,0.6341385399927273,19,0.10789216408635818,0.9995987692791042,0.0038135652094586237,
84,A,F6315,LOCKED_lowEnt_vhiBands_S1Q_bin3_S2S1_bin3,3.3964107036010596,3.505850756598944,,0.6535436598903749,23,0.1878211213934557,0.9992871242209455,0.006131787398161899,
85,A,F387F,LOCKED_lowEnt_hiBands_S1Q_bin8_S2S1_bin3,6.380323554740305,7.566619636879054,,0.5989279629678715,19,0.3831136563647306,0.9999208248620869,0.0008793853367694913,
