run_id,best_target,best_family,best_d_total
157.0,rho,rho_like,10.119752889549762
158.0,rho,rho_like,9.955143827785811
159.0,proton,nucleon_like,18.94556329433979
160.0,rho,rho_like,10.119752889549773
161.0,proton,nucleon_like,23.076069295730786
162.0,proton,nucleon_like,2.875360326613232
163.0,rho,rho_like,22.955143454871124
164.0,pion,pion_like,10.964595294946854
165.0,proton,nucleon_like,12.955074671316327
166.0,rho,rho_like,10.119752889549764
167.0,rho,rho_like,20.19382666021431
168.0,rho,rho_like,9.792955497531873
169.0,proton,nucleon_like,11.140534090017017
170.0,rho,rho_like,9.835802273209056
171.0,proton,nucleon_like,11.401400650717513
172.0,proton,nucleon_like,4.102905212290981
173.0,proton,nucleon_like,21.224217512466033
174.0,proton,nucleon_like,2.4395652601534135
175.0,proton,nucleon_like,22.782917749528956
176.0,rho,rho_like,26.68877598115084
177.0,pion,pion_like,13.550042728779431
178.0,rho,rho_like,6.755829820572749
179.0,pion,pion_like,14.904324717929821
180.0,proton,nucleon_like,4.8184437961771955
181.0,proton,nucleon_like,7.383924802177338
182.0,proton,nucleon_like,20.63809106325548
183.0,rho,rho_like,4.6621182010524755
184.0,rho,rho_like,8.819657942781339
185.0,proton,nucleon_like,2.4395652601534046
186.0,proton,nucleon_like,9.606517714392336
187.0,proton,nucleon_like,17.30098281354443
188.0,proton,nucleon_like,20.384571215035713
189.0,proton,nucleon_like,20.38457121503573
190.0,proton,nucleon_like,16.418242119897226
191.0,proton,nucleon_like,14.005859832375434
192.0,pion,pion_like,11.970047074770633
193.0,proton,nucleon_like,2.84615945594817
194.0,proton,nucleon_like,8.760257048188196
195.0,proton,nucleon_like,18.945563294339784
196.0,rho,rho_like,10.119752889549769
197.0,proton,nucleon_like,21.92498707501957
198.0,rho,rho_like,8.818708267914937
199.0,rho,rho_like,8.020987490177436
200.0,proton,nucleon_like,2.846159455948185
201.0,rho,rho_like,9.403703504922417
202.0,rho,rho_like,9.403703506827618
203.0,rho,rho_like,21.08746385505245
204.0,proton,nucleon_like,2.8753603266132277
205.0,proton,nucleon_like,19.025380750344084
206.0,rho,rho_like,10.119752889549762
207.0,proton,nucleon_like,11.780842920827308
208.0,proton,nucleon_like,11.140534090017022
209.0,proton,nucleon_like,21.92498707501956
210.0,proton,nucleon_like,2.846159455948183
211.0,rho,rho_like,10.119752889549765
212.0,rho,rho_like,10.609031621872662
213.0,proton,nucleon_like,10.16023483673089
214.0,rho,rho_like,10.119752889549769
215.0,proton,nucleon_like,22.27898329111851
216.0,proton,nucleon_like,2.8753603266132317
217.0,proton,nucleon_like,2.4395652601534046
218.0,rho,rho_like,12.304938023722212
219.0,proton,nucleon_like,18.945563294339788
220.0,proton,nucleon_like,17.271012952912606
221.0,proton,nucleon_like,18.44264625438663
222.0,pion,pion_like,16.34889217302358
223.0,proton,nucleon_like,2.4395652601534135
224.0,rho,rho_like,10.631216734351298
225.0,proton,nucleon_like,2.8753603266132317
226.0,proton,nucleon_like,4.300288204293468
227.0,proton,nucleon_like,2.875360326613234
228.0,proton,nucleon_like,21.44057120035785
229.0,pion,pion_like,10.964595294946854
230.0,rho,rho_like,9.610493625996195
231.0,proton,nucleon_like,24.21545714015541
232.0,proton,nucleon_like,18.242048046281422
233.0,rho,rho_like,9.955143827785804
234.0,rho,rho_like,24.073736766987253
235.0,proton,nucleon_like,2.846159455948189
236.0,proton,nucleon_like,18.841186621103375
237.0,proton,nucleon_like,10.140213147713297
238.0,pion,pion_like,13.659007946297276
239.0,proton,nucleon_like,2.846159455948168
240.0,proton,nucleon_like,15.403389951088254
241.0,proton,nucleon_like,2.846159455948189
242.0,proton,nucleon_like,20.493222578558473
243.0,proton,nucleon_like,6.152879283492033
244.0,proton,nucleon_like,21.924987075019565
245.0,proton,nucleon_like,5.3504101774106365
246.0,proton,nucleon_like,2.875360326613232
247.0,rho,rho_like,10.546239958274048
248.0,rho,rho_like,9.835802273209062
249.0,pion,pion_like,27.151744445898622
250.0,proton,nucleon_like,11.401400650717495
251.0,proton,nucleon_like,22.27898329111851
252.0,proton,nucleon_like,21.440571200357855
253.0,rho,rho_like,10.119752889549769
254.0,proton,nucleon_like,11.14053409001702
255.0,rho,rho_like,9.403703504922428
256.0,proton,nucleon_like,18.442646254386634
257.0,rho,rho_like,11.22608492841157
258.0,proton,nucleon_like,16.91381133740576
259.0,rho,rho_like,9.096825208928351
260.0,proton,nucleon_like,3.666986925324477
261.0,proton,nucleon_like,15.480150433193158
262.0,proton,nucleon_like,2.846159455948183
263.0,pion,pion_like,27.719036013116366
264.0,proton,nucleon_like,16.91381133740576
265.0,proton,nucleon_like,20.300064598962464
266.0,rho,rho_like,9.403703504922422
267.0,proton,nucleon_like,13.812652131510692
268.0,proton,nucleon_like,11.610093899277897
269.0,proton,nucleon_like,10.16023483673089
270.0,proton,nucleon_like,20.38457121503572
271.0,rho,rho_like,21.08746385505246
272.0,rho,rho_like,22.034455117066095
273.0,proton,nucleon_like,2.4395652601534024
274.0,proton,nucleon_like,18.422413810747788
275.0,pion,pion_like,18.625180284080407
276.0,proton,nucleon_like,18.94556329433978
277.0,rho,rho_like,19.964549768012557
278.0,proton,nucleon_like,2.4395652601534135
279.0,rho,rho_like,9.851052803810507
280.0,proton,nucleon_like,10.592571204119725
281.0,proton,nucleon_like,2.439565260153409
282.0,proton,nucleon_like,2.875360326613232
283.0,proton,nucleon_like,2.875360326613232
284.0,proton,nucleon_like,2.87536032661323
285.0,proton,nucleon_like,2.8461594559481806
286.0,rho,rho_like,9.403703504922428
287.0,proton,nucleon_like,9.562573958959383
288.0,pion,pion_like,13.040366711357233
