run_id,target_name,family,type,d_total,d_spacing,d_mass,enough_levels
0.0,pion,pion_like,meson,46.363349208387774,7.8466838256099605,38.516665382777816,1
0.0,rho,rho_like,meson,5.246913515470206,5.246913515470206,nan,0
0.0,proton,nucleon_like,baryon,5.009979939920564,5.009979939920564,nan,0
1.0,pion,pion_like,meson,26.8220062224533,9.138673478564396,17.683332743888904,1
1.0,rho,rho_like,meson,22.05802413821004,16.35802425221004,5.6999998860000005,1
1.0,proton,nucleon_like,baryon,22.408929805135003,15.463929944035002,6.944999861100002,1
2.0,pion,pion_like,meson,38.03001615283221,7.8466838256099605,30.183332327222253,1
2.0,rho,rho_like,meson,11.63209854951776,2.932098723517759,8.699999826,1
2.0,proton,nucleon_like,baryon,2.875360326613232,2.875360326613232,nan,0
3.0,pion,pion_like,meson,38.03001615283221,7.846683825609956,30.183332327222253,1
3.0,rho,rho_like,meson,11.632098549517758,2.9320987235177562,8.699999826000003,1
3.0,proton,nucleon_like,baryon,2.8753603266132277,2.8753603266132277,nan,0
4.0,pion,pion_like,meson,35.93668534260497,7.5390672415731865,28.397618101031778,1
4.0,rho,rho_like,meson,10.631216734351298,2.6455026083512942,7.985714126000005,1
4.0,proton,nucleon_like,baryon,2.4395652601534046,2.4395652601534046,nan,0
5.0,pion,pion_like,meson,35.93668534260495,7.539067241573188,28.397618101031767,1
5.0,rho,rho_like,meson,10.631216734351304,2.6455026083513027,7.985714126,1
5.0,proton,nucleon_like,baryon,2.4395652601534152,2.4395652601534152,nan,0
6.0,pion,pion_like,meson,26.942386843711116,9.179689023102632,17.762697820608484,1
6.0,rho,rho_like,meson,25.694708345899638,18.51851801323297,7.1761903326666685,1
6.0,proton,nucleon_like,baryon,22.80749013315033,15.052966478716995,7.754523654433336,1
7.0,pion,pion_like,meson,18.57480559069411,0.3359173097681553,18.238888280925952,1
7.0,rho,rho_like,meson,10.716460692913085,5.349794133579747,5.3666665593333365,1
7.0,proton,nucleon_like,baryon,9.506911868744309,9.506911868744309,nan,0
8.0,pion,pion_like,meson,18.879309868790557,2.666565311176162,16.212744557614396,1
8.0,rho,rho_like,meson,15.340522571191919,8.169934479309562,7.1705880918823555,1
8.0,proton,nucleon_like,baryon,18.430125572392754,11.238066892704518,7.1920586796882375,1
9.0,pion,pion_like,meson,26.19000796084979,8.923341869738657,17.266666091111134,1
9.0,rho,rho_like,meson,20.19382666021431,14.660493437547641,5.533333222666669,1
9.0,proton,nucleon_like,baryon,17.591361420648433,12.39636152454843,5.194999896100002,1
10.0,pion,pion_like,meson,14.028829290600275,4.7798396999100285,9.248989590690247,1
10.0,rho,rho_like,meson,21.713093333346777,13.093901586538696,8.619191746808083,1
10.0,proton,nucleon_like,baryon,16.250528660575128,16.250528660575128,nan,0
11.0,pion,pion_like,meson,35.93668534260496,7.5390672415731865,28.39761810103177,1
11.0,rho,rho_like,meson,10.631216734351295,2.6455026083512942,7.985714126,1
11.0,proton,nucleon_like,baryon,11.19314126656234,3.8952842696623406,7.2978569969,1
12.0,pion,pion_like,meson,25.460779197461108,8.674882321093571,16.785896876367538,1
12.0,rho,rho_like,meson,18.636371812108955,13.295346277903825,5.341025534205129,1
12.0,proton,nucleon_like,baryon,15.403389951088256,10.6891592761421,4.714230674946156,1
13.0,pion,pion_like,meson,26.375889802497877,8.986674695863872,17.389215106634005,1
13.0,rho,rho_like,meson,23.933114864105125,17.429193425556104,6.503921438549021,1
13.0,proton,nucleon_like,baryon,22.496267911911403,15.021856296693754,7.474411615217649,1
14.0,pion,pion_like,meson,27.81788227104067,9.477983892471624,18.339898378569046,1
14.0,rho,rho_like,meson,33.64724942790924,23.00785570130317,10.639393726606064,1
14.0,proton,nucleon_like,baryon,29.264570575628504,19.258964715134564,10.00560586049394,1
15.0,pion,pion_like,meson,25.136677524843925,8.56445585502909,16.572221669814834,1
15.0,rho,rho_like,meson,23.675308042154565,16.975308176154563,6.699999866000003,1
15.0,proton,nucleon_like,baryon,19.94159760331397,19.94159760331397,nan,0
16.0,pion,pion_like,meson,25.738580631132997,8.769533577720273,16.969047053412723,1
16.0,rho,rho_like,meson,22.978659031222005,16.754849631888668,6.223809399333336,1
16.0,proton,nucleon_like,baryon,20.493222578558484,13.691079857458481,6.802142721100003,1
17.0,pion,pion_like,meson,40.96067928715036,8.277347043261434,32.68333224388893,1
17.0,rho,rho_like,meson,13.712345415472651,4.012345609472648,9.699999806000003,1
17.0,proton,nucleon_like,baryon,11.610093899277901,3.455094062377898,8.154999836900004,1
18.0,pion,pion_like,meson,26.68895395685257,9.093340508285294,17.595613448567274,1
18.0,rho,rho_like,meson,23.39265698005476,17.218972893002125,6.173684087052634,1
