run_id,best_target,best_family,best_d_total,second_best_target,second_best_family,second_best_d_total,delta_margin
239.0,delta_1232,delta_like,8.110321143341285,neutron,nucleon_like,9.161295176007041,1.0509740326657564
240.0,deuteron,nucleus,4.1066662560000555,delta_1232,delta_like,8.517536144018086,4.410869888018031
241.0,quark_s_const,quark_like,0.7513661139571949,quark_ud_const,quark_like,2.6016393182459017,1.850273204288707
242.0,deuteron,nucleus,4.106666256000033,delta_1232,delta_like,7.256467312848496,3.149801056848463
243.0,delta_1232,delta_like,7.667163948672302,deuteron,nucleus,7.894544665090977,0.22738071641867474
244.0,deuteron,nucleus,4.226666244000021,tau,lepton,5.6533327680000784,1.4266665240000576
245.0,tau,lepton,4.928695159304415,deuteron,nucleus,4.951303852695684,0.022608693391268808
246.0,deuteron,nucleus,5.660338417017053,delta_1232,delta_like,7.424922543135555,1.7645841261185016
247.0,delta_1232,delta_like,4.275708227750647,eta_prime,eta_prime_like,5.2587096248322585,0.9830013970816118
248.0,,,inf,,,inf,
249.0,eta_prime,eta_prime_like,2.4199999758000024,Kstar_892,kstar_like,4.069021849060866,1.649021873260864
250.0,deuteron,nucleus,7.995554756000081,delta_1232,delta_like,9.134685895933123,1.139131139933042
251.0,eta_prime,eta_prime_like,0.4199999958000004,phi,phi_like,3.821579342846036,3.4015793470460354
252.0,eta_prime,eta_prime_like,0.05619047562857048,phi,phi_like,3.687655656811236,3.6314651811826657
253.0,quark_ud_const,quark_like,0.4810945225522381,quark_s_const,quark_like,1.0157545520660591,0.5346600295138211
254.0,deuteron,nucleus,3.115555244000036,delta_1232,delta_like,6.242930689863715,3.127375445863679
255.0,deuteron,nucleus,1.3531033129655297,delta_1232,delta_like,6.664497679143839,5.311394366178309
256.0,delta_1232,delta_like,3.522318801395631,eta_prime,eta_prime_like,4.169999958300001,0.6476811569043699
257.0,deuteron,nucleus,0.3187878469091115,delta_1232,delta_like,6.845770677024694,6.526982830115583
258.0,tau,lepton,1.2094116437647167,delta_1232,delta_like,5.608849044425935,4.399437400661219
259.0,delta_1232,delta_like,3.2904347481507106,neutron,nucleon_like,5.762992937529832,2.4725581893791215
260.0,delta_1232,delta_like,4.957207959819679,eta_prime,eta_prime_like,7.184705810505881,2.227497850686202
261.0,delta_1232,delta_like,3.84520882583752,neutron,nucleon_like,6.053759203552636,2.2085503777151163
262.0,delta_1232,delta_like,4.535927839991185,eta_prime,eta_prime_like,6.517560910434145,1.9816330704429603
263.0,delta_1232,delta_like,5.195152580092372,neutron,nucleon_like,7.193202380115944,1.9980498000235727
264.0,eta_prime,eta_prime_like,4.0049056203283,phi,phi_like,5.580001722655541,1.5750961023272412
265.0,delta_1232,delta_like,4.2836881086204075,eta_prime,eta_prime_like,4.902758571662067,0.6190704630416599
266.0,deuteron,nucleus,2.4399997560000224,delta_1232,delta_like,7.075760793086022,4.635761037085999
267.0,delta_1232,delta_like,4.3983871701738435,neutron,nucleon_like,6.961860592008285,2.5634734218344413
268.0,quark_ud_const,quark_like,0.6913043409130437,quark_s_const,quark_like,1.9927536065821259,1.3014492656690821
269.0,eta_prime,eta_prime_like,0.8547826001478263,phi,phi_like,3.047528252058213,2.192745651910387
270.0,eta_prime,eta_prime_like,3.611489325587236,phi,phi_like,4.911426720415516,1.2999373948282802
271.0,delta_1232,delta_like,4.484128426745743,eta_prime,eta_prime_like,5.014594544448647,0.530466117702904
