run_id,target_name,family,type,d_total,d_spacing,d_mass,enough_levels_full,enough_levels_partial,n_levels_sim
251.0,tau,lepton,elementary,77.67999223200077,nan,77.67999223200077,1,1,3
251.0,photon,gauge_boson,elementary,99990.0009999,nan,99990.0009999,1,1,3
251.0,deuteron,nucleus,composite,87.55999124400087,nan,87.55999124400087,1,1,3
251.0,alpha,nucleus,composite,136.36999318150032,nan,136.36999318150032,1,1,3
252.0,pion,pion_like,meson,12.436307008168011,1.6486881763013392,10.787618831866672,1,1,4
252.0,rho,rho_like,meson,5.31231097574819,1.511715785160391,3.8005951905877993,1,1,4
252.0,kaon,kaon_like,meson,7.566471473435921,0.040281122681947376,7.526190350753973,1,1,4
252.0,phi,phi_like,meson,3.687655656811236,1.2594810941062085,2.4281745627050277,1,1,4
252.0,eta,eta_like,meson,7.025745360555519,0.6873525826425703,6.338392777912949,1,1,4
252.0,omega_782,omega_like,meson,5.326151640979838,1.2377588349418904,4.088392806037948,1,1,4
252.0,Kstar_892,kstar_like,meson,4.639210399173174,1.8634961412160294,2.7757142579571443,1,1,4
252.0,eta_prime,eta_prime_like,meson,0.05619047562857048,nan,0.05619047562857048,1,1,4
252.0,quark_ud_const,quark_like,constituent,6.22380946157143,nan,6.22380946157143,1,1,4
252.0,quark_s_const,quark_like,constituent,3.769841238425927,nan,3.769841238425927,1,1,4
252.0,proton,nucleon_like,baryon,4.965919406180503,1.889728968442407,3.076190437738096,1,1,4
252.0,neutron,nucleon_like,baryon,4.966896732719454,1.896956294903233,3.069940437816221,1,1,4
252.0,delta_1232,delta_like,baryon,6.795348441990967,4.580745289533824,2.2146031524571432,1,1,4
252.0,electron,lepton,elementary,9518.604337766146,nan,9518.604337766146,1,1,4
252.0,muon,lepton,elementary,846.7201056608469,nan,846.7201056608469,1,1,4
252.0,tau,lepton,elementary,82.4418965177151,nan,82.4418965177151,1,1,4
252.0,photon,gauge_boson,elementary,95228.57238085715,nan,95228.57238085715,1,1,4
252.0,deuteron,nucleus,composite,92.3218955297152,nan,92.3218955297152,1,1,4
252.0,alpha,nucleus,composite,138.7509454434051,nan,138.7509454434051,1,1,4
253.0,pion,pion_like,meson,13.227983373957077,4.884335116286097,8.34364825767098,1,1,5
253.0,rho,rho_like,meson,14.601205123096793,7.770670382607831,6.830534740488962,1,1,5
253.0,kaon,kaon_like,meson,11.602816797680642,2.5334139637627273,9.069402833917914,1,1,5
253.0,phi,phi_like,meson,17.661774366340314,2.3840383025612875,15.277736063779026,1,1,5
253.0,eta,eta_like,meson,8.241994470176088,2.1336923077238947,6.108302162452193,1,1,5
253.0,omega_782,omega_like,meson,10.42873879685135,2.0704366625241573,8.358302134327193,1,1,5
253.0,Kstar_892,kstar_like,meson,8.93431122557294,1.7526695063445838,7.181641719228358,1,1,5
253.0,eta_prime,eta_prime_like,meson,5.798905414647762,nan,5.798905414647762,1,1,5
253.0,quark_ud_const,quark_like,constituent,0.4810945225522381,nan,0.4810945225522381,1,1,5
253.0,quark_s_const,quark_like,constituent,1.0157545520660591,nan,1.0157545520660591,1,1,5
253.0,proton,nucleon_like,baryon,12.06223460817726,6.023864036890722,6.038370571286537,1,1,5
253.0,neutron,nucleon_like,baryon,12.067654004889668,6.023033433681259,6.0446205712084105,1,1,5
253.0,delta_1232,delta_like,baryon,15.678978841310219,8.857884382157978,6.821094459152239,1,1,5
253.0,electron,lepton,elementary,3775.9467678955043,nan,3775.9467678955043,1,1,5
253.0,muon,lepton,elementary,272.4491802871381,nan,272.4491802871381,1,1,5
253.0,tau,lepton,elementary,139.8690407394641,nan,139.8690407394641,1,1,5
253.0,photon,gauge_boson,elementary,37807.16455717611,nan,37807.16455717611,1,1,5
253.0,deuteron,nucleus,composite,149.74903975146418,nan,149.74903975146418,1,1,5
253.0,alpha,nucleus,composite,167.46451898995812,nan,167.46451898995812,1,1,5
254.0,pion,pion_like,meson,19.33772830781305,2.856987896687118,16.480740411125932,1,1,3
254.0,rho,rho_like,meson,9.463440517678208,2.104644313366865,7.358796204311343,1,1,3
254.0,kaon,kaon_like,meson,17.43400842363475,2.791416075085364,14.642592348549387,1,1,3
254.0,phi,phi_like,meson,11.195347404906945,2.7610882862186705,8.434259118688274,1,1,3
254.0,eta,eta_like,meson,14.101322730065029,2.425628431566764,11.675694298498264,1,1,3
254.0,omega_782,omega_like,meson,11.838479944225273,2.412785617602009,9.425694326623264,1,1,3
254.0,Kstar_892,kstar_like,meson,9.172444269531098,2.1268887844310975,7.0455554851,1,1,3
254.0,eta_prime,eta_prime_like,meson,8.8644443558,nan,8.8644443558,1,1,3
254.0,quark_ud_const,quark_like,constituent,15.144444293,nan,15.144444293,1,1,3
254.0,quark_s_const,quark_like,constituent,11.203703610339506,nan,11.203703610339506,1,1,3
254.0,proton,nucleon_like,baryon,8.851399240948227,2.0884363625222995,6.7629628784259275,0,1,3
254.0,neutron,nucleon_like,baryon,8.842812951261166,2.0881834060644064,6.75462954519676,0,1,3
254.0,delta_1232,delta_like,baryon,6.242930689863715,3.0458936847970484,3.1970370050666665,1,1,3
254.0,electron,lepton,elementary,18439.150052943914,nan,18439.150052943914,1,1,3
254.0,muon,lepton,elementary,1738.7827056617386,nan,1738.7827056617386,1,1,3
254.0,tau,lepton,elementary,6.764443768000063,nan,6.764443768000063,1,1,3
254.0,photon,gauge_boson,elementary,184426.00184425997,nan,184426.00184425997,1,1,3
254.0,deuteron,nucleus,composite,3.115555244000036,nan,3.115555244000036,1,1,3
254.0,alpha,nucleus,composite,94.14777307038912,nan,94.14777307038912,1,1,3
255.0,pion,pion_like,meson,20.031801203681272,3.0044452223893146,17.027355981291958,1,1,4
255.0,rho,rho_like,meson,10.046718095415887,2.3462871571885175,7.70043093822737,1,1,4
255.0,kaon,kaon_like,meson,17.979025019998424,2.6531632064639386,15.325861813534488,1,1,4
255.0,phi,phi_like,meson,11.67657107427021,2.559042490596837,9.117528583673373,1,1,4
255.0,eta,eta_like,meson,14.457338101144158,2.2691917017718506,12.188146399372307,1,1,4
255.0,omega_782,omega_like,meson,12.167481123452117,2.2293346959548117,9.938146427497305,1,1,4
255.0,Kstar_892,kstar_like,meson,9.381877015954386,1.9263598491302483,7.455517166824138,1,1,4
255.0,eta_prime,eta_prime_like,meson,9.040689564765518,nan,9.040689564765518,1,1,4
255.0,quark_ud_const,quark_like,constituent,15.320689501965516,nan,15.320689501965516,1,1,4
255.0,quark_s_const,quark_like,constituent,11.350574618055557,nan,11.350574618055557,1,1,4
255.0,proton,nucleon_like,baryon,8.015642694639507,2.096677251385197,5.918965443254311,1,1,4
255.0,neutron,nucleon_like,baryon,8.008869336574495,2.096153893242059,5.912715443332435,1,1,4
255.0,delta_1232,delta_like,baryon,6.664497679143839,3.1941528862610813,3.470344792882758,1,1,4
255.0,electron,lepton,elementary,18615.3935012374,nan,18615.3935012374,1,1,4
255.0,muon,lepton,elementary,1756.4072091100322,nan,1756.4072091100322,1,1,4
255.0,tau,lepton,elementary,8.526895699034569,nan,8.526895699034569,1,1,4
255.0,photon,gauge_boson,elementary,186188.2777239517,nan,186188.2777239517,1,1,4
255.0,deuteron,nucleus,composite,1.3531033129655297,nan,1.3531033129655297,1,1,4
255.0,alpha,nucleus,composite,93.26654706081057,nan,93.26654706081057,1,1,4
256.0,pion,pion_like,meson,12.39389010202968,1.4872236534963432,10.906666448533336,1,1,3
256.0,rho,rho_like,meson,6.255952314710229,2.3809523631477285,3.8749999515625007,1,1,3
256.0,kaon,kaon_like,meson,10.162429619236754,2.487429747153417,7.674999872083336,1,1,3
256.0,phi,phi_like,meson,6.783502545034691,2.3168359528124665,4.466666592222224,1,1,3
256.0,eta,eta_like,meson,8.531659885634506,2.0816599662595046,6.449999919375001,1,1,3
256.0,omega_782,omega_like,meson,6.209419091890036,2.0094191443900344,4.199999947500001,1,1,3
256.0,Kstar_892,kstar_like,meson,4.550971650088861,1.6859716787388601,2.8649999713500005,1,1,3
256.0,eta_prime,eta_prime_like,meson,4.169999958300001,nan,4.169999958300001,1,1,3
256.0,quark_ud_const,quark_like,constituent,10.4499998955,nan,10.4499998955,1,1,3
256.0,quark_s_const,quark_like,constituent,7.291666605902779,nan,7.291666605902779,1,1,3
256.0,proton,nucleon_like,baryon,5.568949274962074,2.28978264928499,3.279166625677084,0,1,3
256.0,neutron,nucleon_like,baryon,5.559193061807678,2.2883597693597606,3.2708332924479175,0,1,3
256.0,delta_1232,delta_like,baryon,3.522318801395631,2.4456521454956306,1.0766666559000007,1,1,3
256.0,electron,lepton,elementary,13744.752552474474,nan,13744.752552474474,1,1,3
256.0,muon,lepton,elementary,1269.3387306612694,nan,1269.3387306612694,1,1,3
256.0,tau,lepton,elementary,40.1799959820004,nan,40.1799959820004,1,1,3
256.0,photon,gauge_boson,elementary,137486.2513748625,nan,137486.2513748625,1,1,3
256.0,deuteron,nucleus,composite,50.0599949940005,nan,50.0599949940005,1,1,3
256.0,alpha,nucleus,composite,117.61999411900028,nan,117.61999411900028,1,1,3
257.0,pion,pion_like,meson,20.23885555668602,3.0443104460314685,17.194545110654552,1,1,7
257.0,rho,rho_like,meson,10.213133202510644,2.4082090576479516,7.804924144862692,1,1,7
257.0,kaon,kaon_like,meson,18.212736237516875,2.6778880115825237,15.534848225934352,1,1,7
257.0,phi,phi_like,meson,11.921690862936275,2.5951758668630363,9.32651499607324,1,1,7
257.0,eta,eta_like,meson,14.642054673504575,2.297168464179286,12.344886209325288,1,1,7
257.0,omega_782,omega_like,meson,12.357028847857654,2.2621426104073645,10.09488623745029,1,1,7
257.0,Kstar_892,kstar_like,meson,9.543130968904023,1.9622219538040206,7.580909015100003,1,1,7
257.0,eta_prime,eta_prime_like,meson,9.207878695800002,nan,9.207878695800002,1,1,7
257.0,quark_ud_const,quark_like,constituent,15.487878633000001,nan,15.487878633000001,1,1,7
257.0,quark_s_const,quark_like,constituent,11.489898894149833,nan,11.489898894149833,1,1,7
257.0,proton,nucleon_like,baryon,8.160066943321127,2.188854896749153,5.971212046571973,1,1,7
257.0,neutron,nucleon_like,baryon,8.153357022604169,2.1883949759540706,5.964962046650098,1,1,7
257.0,delta_1232,delta_like,baryon,6.845770677024694,3.291831318624693,3.553939358400001,1,1,7
257.0,electron,lepton,elementary,18782.58096206917,nan,18782.58096206917,1,1,7
257.0,muon,lepton,elementary,1773.1261056617732,nan,1773.1261056617732,1,1,7
257.0,tau,lepton,elementary,10.19878685890921,nan,10.19878685890921,1,1,7
257.0,photon,gauge_boson,elementary,187860.00187860001,nan,187860.00187860001,1,1,7
257.0,deuteron,nucleus,composite,0.3187878469091115,nan,0.3187878469091115,1,1,7
257.0,alpha,nucleus,composite,92.43060143907597,nan,92.43060143907597,1,1,7
258.0,pion,pion_like,meson,18.82601408912423,2.7722889200026604,16.05372516912157,1,1,4
258.0,rho,rho_like,meson,9.07759482468763,1.985683148630645,7.091911676056985,1,1,4
258.0,kaon,kaon_like,meson,16.61800087092041,2.509177576655703,14.108823294264708,1,1,4
258.0,phi,phi_like,meson,10.249108775567858,2.3486187111642622,7.900490064403596,1,1,4
258.0,eta,eta_like,meson,13.381635709162921,2.106268203046193,11.275367506116728,1,1,4
258.0,omega_782,omega_like,meson,11.063644375443431,2.0382768412017027,9.025367534241727,1,1,4
258.0,Kstar_892,kstar_like,meson,8.44280987818886,1.7175158277947444,6.725294050394117,1,1,4
258.0,eta_prime,eta_prime_like,meson,8.067058742858825,nan,8.067058742858825,1,1,4
258.0,quark_ud_const,quark_like,constituent,14.347058680058822,nan,14.347058680058822,1,1,4
258.0,quark_s_const,quark_like,constituent,10.539215598447713,nan,10.539215598447713,1,1,4
258.0,proton,nucleon_like,baryon,7.1745838346700825,1.559878022500964,5.6147058121691185,1,1,4
258.0,neutron,nucleon_like,baryon,7.167441047342866,1.558985235095623,5.608455812247243,1,1,4
258.0,delta_1232,delta_like,baryon,5.608849044425935,2.625319662496525,2.98352938192941,1,1,4
258.0,electron,lepton,elementary,17641.772405805354,nan,17641.772405805354,1,1,4
258.0,muon,lepton,elementary,1659.0442233087178,nan,1659.0442233087178,1,1,4
258.0,tau,lepton,elementary,1.2094116437647167,nan,1.2094116437647167,1,1,4
258.0,photon,gauge_boson,elementary,176452.942941,nan,176452.942941,1,1,4
258.0,deuteron,nucleus,composite,11.089410655764816,nan,11.089410655764816,1,1,4
258.0,alpha,nucleus,composite,98.13470097561789,nan,98.13470097561789,1,1,4
259.0,pion,pion_like,meson,15.509259940009919,2.102593541476586,13.406666398533334,1,1,6
259.0,rho,rho_like,meson,7.024801510486501,1.5873015784552527,5.4374999320312485,1,1,6
259.0,kaon,kaon_like,meson,13.410667267666366,2.6106674476663687,10.799999819999996,1,1,6
259.0,phi,phi_like,meson,7.310827058796717,2.4969382501393063,4.81388880865741,1,1,6
259.0,eta,eta_like,meson,11.014856531462192,2.2211066413840697,8.793749890078121,1,1,6
259.0,omega_782,omega_like,meson,8.716696011192607,2.172946092989484,6.543749918203122,1,1,6
259.0,Kstar_892,kstar_like,meson,6.604721809322197,1.8647218567222001,4.739999952599997,1,1,6
259.0,eta_prime,eta_prime_like,meson,6.253333270799998,nan,6.253333270799998,1,1,6
