run_id,target_name,family,type,d_total,d_spacing,d_mass,enough_levels
36.0,delta_1232,delta_like,baryon,16.24090135913195,8.474234886631942,7.766666472500007,1
36.0,quark_ud_const,quark_like,effective_quark,10.792198385302852,2.0921985593028514,8.699999826,1
36.0,quark_s_const,quark_like,effective_quark,6.66666655,1.6666666499999998,4.999999900000001,1
37.0,pion,pion_like,meson,55.44427213416647,8.085941168749669,47.3583309654168,1
37.0,rho,rho_like,meson,19.664608456843503,4.238683045115082,15.425925411728421,1
37.0,kaon,kaon_like,meson,32.102480927591756,5.94692624388801,26.155554683703745,1
37.0,phi,phi_like,meson,26.777776438888967,nan,26.777776438888967,1
37.0,proton,nucleon_like,baryon,3.666986925324479,3.666986925324479,nan,0
37.0,neutron,nucleon_like,baryon,3.666986925324479,3.666986925324479,nan,0
37.0,delta_1232,delta_like,baryon,7.741921439115187,2.730810453281846,5.011110985833342,1
37.0,quark_ud_const,quark_like,effective_quark,24.6692666707714,2.635933778104722,22.033332892666678,1
37.0,quark_s_const,quark_like,effective_quark,21.111110716666676,2.777777749999999,18.333332966666678,1
38.0,pion,pion_like,meson,18.282822977264324,4.2578236785142956,14.02499929875003,1
38.0,rho,rho_like,meson,13.01851805850482,7.407407134430738,5.611110924074082,1
38.0,kaon,kaon_like,meson,5.107445446200115,1.1741122439778904,3.933333202222225,1
38.0,phi,phi_like,meson,17.66666578333338,nan,17.66666578333338,1
38.0,proton,nucleon_like,baryon,27.86847577255405,15.737920621350328,12.130555151203719,1
38.0,neutron,nucleon_like,baryon,27.86847577255405,15.737920621350328,12.130555151203719,1
38.0,delta_1232,delta_like,baryon,16.24090135913195,8.474234886631942,7.766666472500007,1
38.0,quark_ud_const,quark_like,effective_quark,10.792198385302852,2.0921985593028514,8.699999826,1
