band_count_compound,block_families,block_ids,enough_levels,enough_levels_full,enough_levels_partial,match_d_mass,match_d_spacing,match_d_total,max_rel_delta_R_S1_Q,max_rel_delta_R_S2_S1,max_rel_delta_R_S3_S2,n_levels_sim,num_quark_blocks,run_id,s2_band_fraction_compound,s2_state_blocks,s2_state_compound,status,structure_tier_compound,structure_tier_min,target,template_name,label_structural,label,quark_block_count,reasons
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0002', 'quark_s_const_block_0007', 'quark_s_const_block_0008']",False,False,False,nan,nan,nan,0.17970599890280248,0.5834553175360926,0.0,0,3,272,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0008', 'quark_ud_const_block_0005', 'quark_ud_const_block_0001']",False,False,False,nan,nan,nan,0.6458031985325209,0.7263722184324165,0.0,0,3,273,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0009', 'quark_ud_const_block_0010', 'quark_s_const_block_0001']",False,False,False,nan,nan,nan,0.6873628669580305,0.6066588573969918,0.0,0,3,274,,"['none', 'structural', 'latent']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0010', 'quark_s_const_block_0008', 'quark_ud_const_block_0007']",False,False,False,nan,nan,nan,0.6154222960947499,0.6242569938834857,0.0,0,3,275,,"['structural', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0009', 'quark_ud_const_block_0009', 'quark_ud_const_block_0008']",False,False,False,nan,nan,nan,0.4927498644321338,0.2945728385763764,0.0,0,3,276,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0009', 'quark_ud_const_block_0002', 'quark_s_const_block_0006']",False,False,False,nan,nan,nan,0.27890415006767716,0.356051635873057,0.0,0,3,277,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0004', 'quark_ud_const_block_0003', 'quark_ud_const_block_0004']",False,False,False,nan,nan,nan,0.7140830158711003,0.3775190503069225,0.0,0,3,278,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0006', 'quark_s_const_block_0003', 'quark_ud_const_block_0003']",False,False,False,nan,nan,nan,0.7200828306685506,0.3018358870066844,0.0,0,3,279,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0005', 'quark_s_const_block_0006', 'quark_s_const_block_0007']",False,False,False,nan,nan,nan,0.27262298983933597,0.4315955685634364,0.0,0,3,280,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0010', 'quark_s_const_block_0001', 'quark_ud_const_block_0010']",False,False,False,nan,nan,nan,0.6723972436228042,0.15706392495379265,0.0,0,3,281,,"['structural', 'latent', 'structural']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0001', 'quark_ud_const_block_0008', 'quark_ud_const_block_0007']",False,False,False,nan,nan,nan,0.3439168721076133,0.28038579442961553,0.0,0,3,282,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0007', 'quark_ud_const_block_0005', 'quark_s_const_block_0008']",False,False,False,nan,nan,nan,0.6458031985325209,0.6242569938834857,0.0,0,3,283,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0006', 'quark_ud_const_block_0001', 'quark_s_const_block_0007']",False,False,False,nan,nan,nan,0.06732637891918228,0.5131749208610022,0.0,0,3,284,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0005', 'quark_ud_const_block_0009', 'quark_s_const_block_0002']",False,False,False,nan,nan,nan,0.7120606020085071,0.6132040876870144,0.0,0,3,285,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0006', 'quark_ud_const_block_0008', 'quark_ud_const_block_0004']",False,False,False,nan,nan,nan,0.6334178559957453,0.42431222373072736,0.0,0,3,286,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0004', 'quark_ud_const_block_0001', 'quark_ud_const_block_0010']",False,False,False,nan,nan,nan,0.658098504327982,0.5239831953046235,0.0,0,3,287,,"['none', 'none', 'structural']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0009', 'quark_s_const_block_0004', 'quark_ud_const_block_0003']",False,False,False,nan,nan,nan,0.26630145298034286,0.3919706689222077,0.0,0,3,288,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0005', 'quark_ud_const_block_0002', 'quark_ud_const_block_0003']",False,False,False,nan,nan,nan,0.6883577968512715,0.3993370682175758,0.0,0,3,289,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0010', 'quark_s_const_block_0005', 'quark_s_const_block_0007']",False,False,False,nan,nan,nan,0.5874978679652345,0.08393422802352622,0.0,0,3,290,,"['structural', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0007', 'quark_ud_const_block_0003', 'quark_ud_const_block_0004']",False,False,False,nan,nan,nan,0.6397146160714982,0.3229305597497891,0.0,0,3,291,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0006', 'quark_ud_const_block_0010', 'quark_s_const_block_0003']",False,False,False,nan,nan,nan,0.7200828306685506,0.4641938109122326,0.0,0,3,292,,"['none', 'structural', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0001', 'quark_ud_const_block_0008', 'quark_ud_const_block_0010']",False,False,False,nan,nan,nan,0.5956315557967148,0.5239831953046235,0.0,0,3,293,,"['none', 'none', 'structural']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0003', 'quark_s_const_block_0008', 'quark_ud_const_block_0001']",False,False,False,nan,nan,nan,0.09747092475557204,0.7263722184324165,0.0,0,3,294,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0006', 'quark_ud_const_block_0005', 'quark_ud_const_block_0002']",False,False,False,nan,nan,nan,0.6883577968512715,0.5393045338411474,0.0,0,3,295,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0007', 'quark_s_const_block_0005', 'quark_ud_const_block_0001']",False,False,False,nan,nan,nan,0.28696535822240077,0.5131749208610022,0.0,0,3,296,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0002', 'quark_ud_const_block_0001', 'quark_ud_const_block_0009']",False,False,False,nan,nan,nan,0.2727229523272876,0.3077090675103165,0.0,0,3,297,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0005', 'quark_ud_const_block_0006', 'quark_ud_const_block_0003']",False,False,False,nan,nan,nan,0.6108650680985304,0.5558651347448145,0.0,0,3,298,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0009', 'quark_ud_const_block_0008', 'quark_ud_const_block_0009']",False,False,False,nan,nan,nan,0.4927498644321338,0.2945728385763764,0.0,0,3,299,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0007', 'quark_ud_const_block_0001', 'quark_ud_const_block_0009']",False,False,False,nan,nan,nan,0.2420957159668193,0.5227725758767492,0.0,0,3,300,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0001', 'quark_s_const_block_0007', 'quark_ud_const_block_0007']",False,False,False,nan,nan,nan,0.30557868106851344,0.44900502058540614,0.0,0,3,301,,"['latent', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0008', 'quark_ud_const_block_0004', 'quark_s_const_block_0008']",False,False,False,nan,nan,nan,0.6748319656189254,0.6197576709166002,0.0,0,3,302,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0001', 'quark_s_const_block_0007', 'quark_ud_const_block_0002']",False,False,False,nan,nan,nan,0.17970599890280248,0.5131749208610022,0.0,0,3,303,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0006', 'quark_ud_const_block_0001', 'quark_ud_const_block_0006']",False,False,False,nan,nan,nan,0.6307210306878724,0.11158770766381919,0.0,0,3,304,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0009', 'quark_ud_const_block_0005', 'quark_ud_const_block_0005']",False,False,False,nan,nan,nan,0.7120606020085071,0.6132040876870144,0.0,0,3,305,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0008', 'quark_ud_const_block_0003', 'quark_ud_const_block_0006']",False,False,False,nan,nan,nan,0.6108650680985304,0.3018358870066844,0.0,0,3,306,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0009', 'quark_ud_const_block_0005', 'quark_ud_const_block_0007']",False,False,False,nan,nan,nan,0.5655047483346746,0.45817362421799057,0.0,0,3,307,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0005', 'quark_ud_const_block_0003', 'quark_s_const_block_0003']",False,False,False,nan,nan,nan,0.7176987815402468,0.4899176720156579,0.0,0,3,308,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0008', 'quark_ud_const_block_0009', 'quark_s_const_block_0001']",False,False,False,nan,nan,nan,0.4927498644321338,0.6066588573969918,0.0,0,3,309,,"['none', 'none', 'latent']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0010', 'quark_s_const_block_0008', 'quark_s_const_block_0009']",False,False,False,nan,nan,nan,0.6154222960947499,0.43035281731173125,0.0,0,3,310,,"['structural', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0005', 'quark_s_const_block_0001', 'quark_s_const_block_0003']",False,False,False,nan,nan,nan,0.7176987815402468,0.4899176720156579,0.0,0,3,311,,"['none', 'latent', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0007', 'quark_ud_const_block_0008', 'quark_s_const_block_0005']",False,False,False,nan,nan,nan,0.33072005759284107,0.3234915662161953,0.0,0,3,312,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0005', 'quark_ud_const_block_0002', 'quark_ud_const_block_0004']",False,False,False,nan,nan,nan,0.7138989335640181,0.3993370682175758,0.0,0,3,313,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0001', 'quark_ud_const_block_0004', 'quark_ud_const_block_0001']",False,False,False,nan,nan,nan,0.723005407574954,0.5987482629940423,0.0,0,3,314,,"['latent', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0007', 'quark_s_const_block_0001', 'quark_ud_const_block_0003']",False,False,False,nan,nan,nan,0.23118004564954775,0.35308853948579727,0.0,0,3,315,,"['none', 'latent', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0004', 'quark_ud_const_block_0010', 'quark_s_const_block_0008']",False,False,False,nan,nan,nan,0.6748319656189254,0.44504509614603394,0.0,0,3,316,,"['none', 'structural', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0004', 'quark_ud_const_block_0006', 'quark_ud_const_block_0009']",False,False,False,nan,nan,nan,0.7144922658692985,0.2235224910444128,0.0,0,3,317,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0007', 'quark_ud_const_block_0007', 'quark_ud_const_block_0001']",False,False,False,nan,nan,nan,0.14285804105198596,0.5131749208610022,0.0,0,3,318,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0006', 'quark_s_const_block_0001', 'quark_ud_const_block_0009']",False,False,False,nan,nan,nan,0.7144922658692985,0.6066588573969918,0.0,0,3,319,,"['none', 'latent', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0002', 'quark_ud_const_block_0003', 'quark_ud_const_block_0002']",False,False,False,nan,nan,nan,0.2128544304210735,0.12171414857170168,0.0,0,3,320,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0003', 'quark_ud_const_block_0008', 'quark_s_const_block_0008']",False,False,False,nan,nan,nan,0.37602711954203794,0.6197576709166002,0.0,0,3,321,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0008', 'quark_ud_const_block_0010', 'quark_s_const_block_0009']",False,False,False,nan,nan,nan,0.5027573955915665,0.3385111063530582,0.0,0,3,322,,"['none', 'structural', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0002', 'quark_ud_const_block_0005', 'quark_s_const_block_0009']",False,False,False,nan,nan,nan,0.6883577968512715,0.3993370682175758,0.0,0,3,323,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0009', 'quark_ud_const_block_0001', 'quark_ud_const_block_0005']",False,False,False,nan,nan,nan,0.7120606020085071,0.6132040876870144,0.0,0,3,324,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0003', 'quark_ud_const_block_0001', 'quark_s_const_block_0003']",False,False,False,nan,nan,nan,0.24198995178939217,0.22644864936412312,0.0,0,3,325,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0005', 'quark_s_const_block_0008', 'quark_ud_const_block_0002']",False,False,False,nan,nan,nan,0.6883577968512715,0.5834553175360926,0.0,0,3,326,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0004', 'quark_ud_const_block_0005', 'quark_ud_const_block_0003']",False,False,False,nan,nan,nan,0.6397146160714982,0.36385320157606293,0.0,0,3,327,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0003', 'quark_ud_const_block_0006', 'quark_s_const_block_0001']",False,False,False,nan,nan,nan,0.7008252994193457,0.5483496339848912,0.0,0,3,328,,"['none', 'none', 'latent']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0001', 'quark_s_const_block_0002', 'quark_ud_const_block_0002']",False,False,False,nan,nan,nan,0.23790893567506832,0.43182681710355947,0.0,0,3,329,,"['latent', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0001', 'quark_ud_const_block_0008', 'quark_s_const_block_0003']",False,False,False,nan,nan,nan,0.5026823965961256,0.48128623047956715,0.0,0,3,330,,"['latent', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0007', 'quark_s_const_block_0001', 'quark_s_const_block_0008']",False,False,False,nan,nan,nan,0.2058156044885955,0.43793408907461484,0.0,0,3,331,,"['none', 'latent', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0002', 'quark_ud_const_block_0008', 'quark_ud_const_block_0010']",False,False,False,nan,nan,nan,0.6616269756520777,0.3385111063530582,0.0,0,3,332,,"['none', 'none', 'structural']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_s_const_block_0005', 'quark_s_const_block_0006', 'quark_ud_const_block_0002']",False,False,False,nan,nan,nan,0.40333700202919204,0.39329141486860814,0.0,0,3,333,,"['none', 'none', 'none']",,error,,2,proton,baryon_chain,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0005', 'quark_s_const_block_0008', 'quark_s_const_block_0003']",False,False,False,nan,nan,nan,0.7176987815402468,0.6462706950965115,0.0,0,3,334,,"['none', 'none', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
,"['quark_like', 'quark_like', 'quark_like']","['quark_ud_const_block_0009', 'quark_ud_const_block_0010', 'quark_ud_const_block_0001']",False,False,False,nan,nan,nan,0.6873628669580305,0.5333677674413846,0.0,0,3,335,,"['none', 'structural', 'none']",,error,,2,proton,baryon_triangle,REJECT_STRUCTURAL,NO,0,tier_below_min;s2_state_not_allowed;too_few_bands;too_few_quark_blocks;not_enough_levels_for_match;simulation_error
