entity_id,template_name,node_count,edge_count,density,degree_mean,degree_std,ola,lineage,genes_inherited,genes_olaX,robustness_score,taxonomy_version,taxonomy_kingdom,taxonomy_family_id,is_candidate,was_swept,sweep_evals_planned,sweep_evals_total,seed_evals_total,seed_success_count,sweep_passed_total,sweep_passed_any,sweep_passed,sweep_seeds_total,sweep_attempted,nan_primary_total,nan_primary_count,nan_primary_rate,seed_success_rate,H_part_norm_mean,H_part_norm_std,PE_lockS1_norm_mean,PE_lockS1_norm_std,R_network_S1_mean,R_network_S1_std,R_mean_lastW_mean,phase_var_lastW_mean,QualityLock_mean,H_part_norm_mean_mean,H_part_norm_mean_std,PE_lockS1_norm_mean_mean,PE_lockS1_norm_mean_std,R_network_S1_mean_mean,R_network_S1_mean_std,robust_score_v1,bins_used_count,H_part_over_bins_std,PE_lock_over_bins_std,R_network_over_bins_std,robust_score_v2,runtime_sec_mean,runtime_sec_p95,pQ_mean,pS1_mean,pS2_mean,best_eval_id
3a2ae77739ddd95edef73aea44a1399780b77e53296f1a55ad9d65150d1ff684,ring_10,10,10,0.2222222222222222,2.0,0.0,4,{},{},{},,,,,True,True,4,4,4,4,4,True,True,4,True,0,0,0.0,1.0,0.5014551495813266,0.3619697694706481,0.35103223233520553,0.0009250629327622975,0.3445699608118843,0.012105416535083232,0.9178667831204289,0.001162573423973402,0.9714098364790958,0.5014551495813266,0.3619697694706481,0.35103223233520553,0.0009250629327622975,0.3445699608118843,0.012105416535083232,0.9648680444848989,1,0.0,0.0,0.0,1.0,387.8896674872376,392.0025169146596,0.21435569919366512,0.12266686852931546,0.6629774320947321,0de4d6fe04cf979e19ee02554c1e75731d98a9ff5887a9e3c20f85f8d5fbe5d5
da0386846351a312242c5de6498257552bb9292efe9c34d95fd184e3c801d59d,bipartite_6_6,12,36,0.5454545454545454,6.0,0.0,4,{},{},{},,,,,True,True,4,4,4,4,4,True,True,4,True,0,0,0.0,1.0,0.6925595802742299,0.1625958708559288,0.3503520628210205,0.0006422956025397571,0.38326868315363616,0.010462484943550635,0.9802870584537768,3.3502433203606585e-05,0.9998496468032092,0.6925595802742299,0.1625958708559288,0.3503520628210205,0.0006422956025397571,0.38326868315363616,0.010462484943550635,0.9727019571297542,1,0.0,0.0,0.0,1.0,436.79751298122574,437.67498870192793,0.6267788758881757,0.18083977479914548,0.1923813488740985,d09458ce50e6a12ee9669f08e6ae0b4c069280ba94fe493ba666c2dcbc74e4ba
5fe278587ec9204c1422f3716e06d6e630c5bc606b2c7e1f30948d0eea5e0369,bipartite_6_6,12,36,0.5454545454545454,6.0,0.0,4,{},{},{},,,,,True,True,4,4,4,4,4,True,True,4,True,0,0,0.0,1.0,0.5288310367722272,0.01433876323924839,0.2103379723187409,0.012428236092036563,0.35827210365015577,0.021767110486085053,0.9923811496651065,9.763617379424374e-05,0.9993052710898779,0.5288310367722272,0.01433876323924839,0.2103379723187409,0.012428236092036563,0.35827210365015577,0.021767110486085053,0.9392441938283308,1,0.0,0.0,0.0,1.0,434.0132680798415,439.00930319890614,0.7133819801612533,0.05553584408453423,0.23108217519268315,98a9d123472e4f19a9af40d0ad2f86b3edd6486e138480c377e8884f376f6604
cb3455c384fcd26370a23e5ff68473dc226c13a6512b4d168e409a59726c87b4,ring_9,9,9,0.25,2.0,0.0,4,{},{},{},,,,,True,True,4,4,4,4,4,True,True,4,True,0,0,0.0,1.0,0.5558493152390905,0.07560356491582651,0.35162680448300576,0.0017652731919826307,0.4033655171411742,0.03523563957475312,0.9140944625660645,0.000756142725459492,0.9946763802999972,0.5558493152390905,0.07560356491582651,0.35162680448300576,0.0017652731919826307,0.4033655171411742,0.03523563957475312,0.9126458805291952,1,0.0,0.0,0.0,1.0,345.8425114788115,348.44139574621806,0.2922282073570201,0.6024666368910748,0.10530515528832948,a309f23c1d49ce11d9ab212636794dc61188d939d91c3e5173a281dc3de865c8
aa0b5e1cc42133a591216ac451ac5a6f24067c2f661a4c5f7f7d163458810798,ring_9,9,9,0.25,2.0,0.0,4,{},{},{},,,,,False,False,0,0,0,0,0,False,False,0,False,0,0,,,,,,,,,0.09077782049338634,0.003013267960628691,0.9828295244503069,,,,,,,,0,,,,,,,,,,
d9ceb2bed08adcc02b674bd2f331d6a3ee34b039230ecd464faa58b88ac93b79,ladder_6,12,16,0.24242424242424243,2.6666666666666665,0.49236596391733095,4,{},{},{},,,,,False,False,0,0,0,0,0,False,False,0,False,0,0,,,,,,,,,0.7524510056104643,0.0011710401670103183,0.9359584046185069,,,,,,,,0,,,,,,,,,,
5c1a0281c843c73969bf1715fb9af021a684f9df402fb5a140a49233dc0c806b,ladder_5,10,13,0.28888888888888886,2.6,0.5163977794943222,4,{},{},{},,,,,False,False,0,0,0,0,0,False,False,0,False,0,0,,,,,,,,,0.8584078711556624,0.015173070772804019,0.8380669813583903,,,,,,,,0,,,,,,,,,,
2f490175ee80ac78af8d9e0db4ec0761685cd0d6f3b5f70a56016deb144a9c05,ring_10,10,10,0.2222222222222222,2.0,0.0,4,{},{},{},,,,,False,False,0,0,0,0,0,False,False,0,False,0,0,,,,,,,,,0.8683121550902732,0.005190422972435672,0.9171737387879637,,,,,,,,0,,,,,,,,,,
6fbed40d2c9e0e17e2336e11dd82c32c45670f1edf91a6b6f7f5dda361e5b9b0,ring_10,10,10,0.2222222222222222,2.0,0.0,4,{},{},{},,,,,False,False,0,0,0,0,0,False,False,0,False,0,0,,,,,,,,,0.5457621493062991,0.6862651906694943,0.8189507391310813,,,,,,,,0,,,,,,,,,,
e8a518d6722bdd709c312cf747fe94dbddc88d2a4a0af304df458d6a0664cdb8,ring_9,9,9,0.25,2.0,0.0,4,{},{},{},,,,,False,False,0,0,0,0,0,False,False,0,False,0,0,,,,,,,,,0.23689382384040764,0.004798474243559273,0.9611352691910029,,,,,,,,0,,,,,,,,,,
1203546eb255b655fd2e2639c491fa8f5a06386fe1b7e0974b1acb189c5f4ad5,bipartite_6_6,12,36,0.5454545454545454,6.0,0.0,4,{},{},{},,,,,True,True,4,4,4,4,4,True,True,4,True,0,0,0.0,1.0,0.5348268836788974,0.037977433796440176,0.39211173769415,0.16665456903724069,0.38201228566725587,0.02258211135322588,0.9835525475196091,0.0011126847743585183,0.9990746283737696,0.5348268836788974,0.037977433796440176,0.39211173769415,0.16665456903724069,0.38201228566725587,0.02258211135322588,0.5749819426032269,1,0.0,0.0,0.0,1.0,440.4556997643667,442.3066556255566,0.5762076285354384,0.04166246254882269,0.38212990850372336,7a43ae62b049e7ea118f52f926df8a9224973500db9b5f59b16d6f20b3d20bef
f092888acc9abd483f1e2329cc81fcf4b248f771d32e5aa8b6803b09f44f44d4,ring_11,11,11,0.2,2.0,0.0,4,{},{},{},,,,,False,False,0,0,0,0,0,False,False,0,False,0,0,,,,,,,,,0.15268428472435333,0.0007640812485714101,0.9948433507944655,,,,,,,,0,,,,,,,,,,
aaeac0e3054243ecd7fa8a9eb752bee30d3d150289efdd5e1a02ed78e9123094,ring_9,9,9,0.25,2.0,0.0,4,{},{},{},,,,,True,True,4,4,4,4,4,True,True,4,True,0,0,0.0,1.0,0.706981802509176,0.253256224671088,0.35178241827395884,0.0016097987320997237,0.35746138310413506,0.04542462092038144,0.9429657820763725,0.0006209461612870456,0.9808608298823333,0.706981802509176,0.253256224671088,0.35178241827395884,0.0016097987320997237,0.35746138310413506,0.04542462092038144,0.872924396683296,1,0.0,0.0,0.0,1.0,337.4058428244898,341.3657508300268,0.16747686988788588,0.41391268812562376,0.4186104418291577,5441c630551b2a14e4023383e3b53cf962d2b414a9971ee196bb5db98e0ef2be
