Nucleon_like_d_spacing,Nucleon_like_d_total,Nucleon_like_has_enough_levels,Nucleon_like_is_match,Nucleon_like_n_levels_sim,Pion_like_d_spacing,Pion_like_d_total,Pion_like_has_enough_levels,Pion_like_is_match,Pion_like_n_levels_sim,R_S1_Q,R_S2_S1,R_S3_S2,Rho_like_d_spacing,Rho_like_d_total,Rho_like_has_enough_levels,Rho_like_is_match,Rho_like_n_levels_sim,band_count,first_energy,has_s2_dominant,s2_band_fraction,s3_band_fraction,second_energy,spacing_mean,spacing_std,third_energy
7.231668437832091,7.231668437832091,nan,nan,4.0,4.569336778639103,4.569336778639103,nan,nan,4.0,2.3961544444174234,1.5222352879198788,5.752292256516029,7.433862433862432,7.433862433862432,nan,nan,4.0,4.0,0.7999999999999999,0.0,0.0,0.0,0.9000000000000001,0.5,0.4320493798938572,2.0
6.864724635869226,6.864724635869226,nan,nan,4.0,1.333282667071997,1.333282667071997,nan,nan,4.0,2.880107683945246,1.5570474294562042,8.409172966834372,5.326797385620916,5.326797385620916,nan,nan,4.0,4.0,0.4705882352941176,1.0,0.75,0.0,1.9411764705882353,0.5294117647058824,0.6655122646461624,2.0
7.200412577358253,7.200412577358253,nan,nan,4.0,4.493337386634239,4.493337386634239,nan,nan,4.0,2.5130056461160466,1.9836056040482135,5.874763499106174,7.745098039215684,7.745098039215684,nan,nan,4.0,4.0,0.7058823529411764,0.0,0.0,0.0,0.8235294117647061,0.5098039215686275,0.47384494014096346,2.0
9.215373715905063,9.215373715905063,nan,nan,4.0,4.7389919870540025,4.7389919870540025,nan,nan,4.0,2.373746503813867,1.885041208666965,4.69411253227878,9.838864838864836,9.838864838864836,nan,nan,4.0,4.0,0.4242424242424242,1.0,0.5,0.0,0.4848484848484848,0.5656565656565656,0.6718500665986217,1.9999999999999998
7.408784980517178,7.408784980517178,nan,nan,4.0,4.425782371518806,4.425782371518806,nan,nan,4.0,2.760642147696232,2.067382544512782,2.558758874414501,7.786596119929454,7.786596119929454,nan,nan,4.0,4.0,0.6666666666666665,0.0,0.0,0.0,0.7999999999999999,0.5333333333333332,0.4745368112013918,2.0
7.035477805934767,7.035477805934767,nan,nan,5.0,4.337441197906314,4.337441197906314,nan,nan,5.0,2.9557995676577065,2.450544206903049,7.997392189288175,7.84086284086284,7.84086284086284,nan,nan,5.0,5.0,0.6153846153846153,0.0,0.0,0.0,0.7692307692307693,0.4615384615384615,0.44853476114194624,2.0
7.131649684315806,7.131649684315806,nan,nan,4.0,4.49333738663424,4.49333738663424,nan,nan,4.0,2.451976639976424,2.0690067127671132,2.481506408422337,7.745098039215685,7.745098039215685,nan,nan,4.0,4.0,0.7058823529411765,0.0,0.0,0.0,0.8235294117647058,0.4705882352941177,0.4991341984846216,1.9999999999999998
9.215373715905063,9.215373715905063,nan,nan,4.0,4.7389919870540025,4.7389919870540025,nan,nan,4.0,2.71405674648447,1.6952618683764422,6.556580107635743,9.838864838864838,9.838864838864838,nan,nan,4.0,4.0,0.4242424242424243,1.0,0.5,0.0,0.4848484848484849,0.5656565656565657,0.6718500665986218,2.0
7.444208289054196,7.444208289054196,nan,nan,5.0,4.569336778639103,4.569336778639103,nan,nan,5.0,2.854563607658929,1.5249835948323538,5.539537090570859,7.962962962962961,7.962962962962961,nan,nan,5.0,5.0,0.7,1.0,0.2,0.0,0.7999999999999999,0.575,0.48669805834829455,1.9999999999999998
7.681271969263467,7.681271969263467,nan,nan,4.0,4.3374411979063145,4.3374411979063145,nan,nan,4.0,2.4522601629741527,2.2426118918011575,3.5391359306828845,7.026862026862025,7.026862026862025,nan,nan,4.0,4.0,0.7692307692307692,0.0,0.0,0.0,0.923076923076923,0.564102564102564,0.3837597319768144,1.9999999999999998
8.117251151257532,8.117251151257532,nan,nan,4.0,4.425782371518806,4.425782371518806,nan,nan,4.0,2.747231242835612,2.1311670536398997,5.4687572088368945,7.786596119929454,7.786596119929454,nan,nan,4.0,4.0,0.6666666666666667,0.0,0.0,0.0,0.7999999999999999,0.577777777777778,0.45324617898602537,2.0
7.927253405468072,7.927253405468072,nan,nan,6.0,4.608487980581004,4.608487980581004,nan,nan,6.0,2.650945756254946,1.5879979559898985,9.493816579384633,8.395863395863397,8.395863395863397,nan,nan,6.0,6.0,0.6363636363636362,1.0,0.3333333333333333,0.0,0.7272727272727272,0.4545454545454545,0.47759729223867997,2.0
7.231668437832096,7.231668437832096,nan,nan,4.0,4.569336778639104,4.569336778639104,nan,nan,4.0,2.3979294868282084,1.7521737942584537,3.805638115474788,7.962962962962965,7.962962962962965,nan,nan,4.0,4.0,0.7000000000000001,0.0,0.0,0.0,0.7999999999999999,0.5000000000000001,0.49665548085837813,2.0
6.818396504900222,6.818396504900222,nan,nan,4.0,4.521485309599004,4.521485309599004,nan,nan,4.0,2.544209195495347,1.7171775603230044,2.9515555121609856,7.43386243386243,7.43386243386243,nan,nan,4.0,4.0,0.7777777777777777,0.0,0.0,0.0,0.888888888888889,0.48148148148148145,0.4475202212442431,1.9999999999999998
9.944677126961306,9.944677126961306,nan,nan,4.0,4.74666869331712,4.74666869331712,nan,nan,4.0,2.771562078825948,1.8989620296763874,9.790721047759419,10.234982882041706,10.234982882041706,nan,nan,4.0,4.0,0.3529411764705882,1.0,0.5,0.0,0.41176470588235287,0.5686274509803921,0.7209716200333427,2.0
6.7800212539851215,6.7800212539851215,nan,nan,4.0,4.46167097329888,4.46167097329888,nan,nan,4.0,2.688559479640411,1.842569738482705,2.69013686965115,7.433862433862433,7.433862433862433,nan,nan,4.0,4.0,0.75,0.0,0.0,0.0,0.8750000000000001,0.4583333333333333,0.4714045207910317,2.0
6.2180168396959035,6.2180168396959035,nan,nan,4.0,4.337441197906314,4.337441197906314,nan,nan,4.0,2.419643856722571,2.4998709771322023,7.932365316757092,7.026862026862025,7.026862026862025,nan,nan,4.0,4.0,0.7692307692307692,0.0,0.0,0.0,0.9230769230769231,0.4615384615384615,0.43514263457633695,2.0
7.408784980517176,7.408784980517176,nan,nan,4.0,4.589844551084861,4.589844551084861,nan,nan,4.0,2.7766971209407165,1.5134576839898215,3.535342908294493,7.6858150667674465,7.6858150667674465,nan,nan,4.0,4.0,0.7619047619047618,0.0,0.0,0.0,0.8571428571428571,0.5079365079365078,0.4556412728383278,2.0
7.4442082890542,7.4442082890542,nan,nan,4.0,4.521485309599004,4.521485309599004,nan,nan,4.0,2.889569864643537,1.787495994566519,7.493350069422439,8.0217519106408,8.0217519106408,nan,nan,4.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.7777777777777777,0.4814814814814814,0.5237828008789243,2.0
11.434160950632789,11.434160950632789,nan,nan,5.0,4.608487980581004,4.608487980581004,nan,nan,5.0,2.6517386240674163,1.685804298918589,3.642839167867227,8.395863395863396,8.395863395863396,nan,nan,5.0,5.0,0.6363636363636364,1.0,0.4,0.0,0.7272727272727273,0.5909090909090909,0.5162643950727522,2.0
6.558625575628761,6.558625575628761,nan,nan,4.0,4.282227964398507,4.282227964398507,nan,nan,4.0,2.984591601986179,2.3442938873895622,8.25220750546098,7.433862433862433,7.433862433862433,nan,nan,4.0,4.0,0.6666666666666667,0.0,0.0,0.0,0.8333333333333334,0.5,0.47140452079103157,2.0
7.089975203684027,7.089975203684027,nan,nan,4.0,4.425782371518806,4.425782371518806,nan,nan,4.0,2.7045953634441418,2.38714188291799,4.422219306693987,7.786596119929454,7.786596119929454,nan,nan,4.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.7999999999999999,0.48888888888888876,0.5028314888437674,2.0
