run_id,best_target,best_family,best_d_total
152.0,kaon,kaon_like,5.107445446200115
153.0,delta_1232,delta_like,0.0
154.0,pion,pion_like,0.0
155.0,delta_1232,delta_like,2.851207655183676
156.0,pion,pion_like,0.0
157.0,proton,nucleon_like,2.8753603266132277
158.0,pion,pion_like,0.0
159.0,phi,phi_like,0.9999999500000034
160.0,phi,phi_like,0.9999999500000034
161.0,delta_1232,delta_like,2.8512076551836714
162.0,kaon,kaon_like,5.107445446200115
163.0,kaon,kaon_like,5.107445446200115
164.0,kaon,kaon_like,5.107445446200115
165.0,pion,pion_like,0.0
166.0,proton,nucleon_like,2.8753603266132317
167.0,delta_1232,delta_like,2.851207655183669
168.0,proton,nucleon_like,4.818443796177194
169.0,proton,nucleon_like,2.846159455948183
170.0,delta_1232,delta_like,0.7246376647500533
171.0,phi,phi_like,0.9999999500000034
172.0,pion,pion_like,0.0
173.0,delta_1232,delta_like,4.21607368581849
174.0,delta_1232,delta_like,0.0
175.0,proton,nucleon_like,2.846159455948183
176.0,proton,nucleon_like,3.6669869253244767
177.0,pion,pion_like,0.0
178.0,proton,nucleon_like,4.300288204293468
179.0,phi,phi_like,0.9999999500000034
180.0,delta_1232,delta_like,5.949656615842548
181.0,proton,nucleon_like,0.0
182.0,proton,nucleon_like,2.846159455948166
183.0,delta_1232,delta_like,6.3471616782872315
