R_S1_Q,R_S2_S1,R_S3_S2,band_count,band_energies_gev,delta_like_d_spacing,delta_like_d_total,delta_like_has_enough_levels,delta_like_is_match,delta_like_n_levels_sim,first_energy,has_s2_dominant,has_s3_dominant,kaon_like_d_spacing,kaon_like_d_total,kaon_like_has_enough_levels,kaon_like_is_match,kaon_like_n_levels_sim,lock_quality_Q,lock_quality_S1,lock_quality_S2,nucleon_like_d_spacing,nucleon_like_d_total,nucleon_like_has_enough_levels,nucleon_like_is_match,nucleon_like_n_levels_sim,pion_like_d_spacing,pion_like_d_total,pion_like_has_enough_levels,pion_like_is_match,pion_like_n_levels_sim,quark_like_d_spacing,quark_like_d_total,quark_like_has_enough_levels,quark_like_is_match,quark_like_n_levels_sim,rho_like_d_spacing,rho_like_d_total,rho_like_has_enough_levels,rho_like_is_match,rho_like_n_levels_sim,run_id,s2_band_fraction,s2_state,s2_total_fraction,s3_band_fraction,s3_state,s3_total_fraction,second_energy,spacing_mean,spacing_std,structure_tier,third_energy
3.2232868144146254,7.762369930305256,,3,"[0.4347826086956521, 1.9130434782608698, 2.0]",9.86048020765737,9.86048020765737,True,False,3,0.4347826086956521,0,0,4.476031215161651,4.476031215161651,True,False,3,0.33312934880893613,0.6662763320555534,0.0005943191355104686,nan,nan,False,False,3,1.3718140929535239,1.3718140929535239,True,False,3,10.726179463459761,10.726179463459761,True,False,3,5.164759725400462,5.164759725400462,True,False,3,10,0.0,none,0.0005943191355104686,0.0,absent,,1.9130434782608698,0.782608695652174,0.6956521739130438,none,2.0
9.523458938719694,8.308536327248106,,1,[2.0],nan,nan,False,False,1,2.0,0,0,nan,nan,False,False,1,0.9999983647942137,1.6339126513538776e-06,1.2931349578061529e-09,nan,nan,False,False,1,nan,nan,False,False,1,nan,nan,False,False,1,nan,nan,False,False,1,11,0.0,none,1.2931349578061529e-09,0.0,absent,,nan,nan,nan,level1,nan
7.7252891379392965,2.6006996469340744,,4,"[1.5555555555555554, 1.7777777777777775, 1.9999999999999998, 2.222222222222222]",1.6832504145936982,1.6832504145936982,True,False,4,1.5555555555555554,0,0,3.575498575498576,3.575498575498576,True,False,4,0.9998213811721589,0.00017819888916822878,4.1993867293288846e-07,2.0094562647754137,2.0094562647754137,True,False,4,4.042145593869733,4.042145593869733,True,False,4,2.635933806146573,2.635933806146573,True,False,4,2.660818713450292,2.660818713450292,True,False,4,12,0.0,none,4.1993867293288846e-07,0.0,absent,,1.7777777777777775,0.22222222222222218,1.050809133373904e-16,level1,1.9999999999999998
9.63516733592684,4.630580079447528,,1,[2.0],nan,nan,False,False,1,2.0,0,0,nan,nan,False,False,1,0.9997144083705742,0.00028500659439289463,5.850350327950074e-07,nan,nan,False,False,1,nan,nan,False,False,1,nan,nan,False,False,1,nan,nan,False,False,1,13,0.0,none,5.850350327950074e-07,0.0,absent,,nan,nan,nan,level1,nan
5.3492372234662,5.238134140295304,,4,"[1.4285714285714282, 1.714285714285714, 1.9999999999999998, 2.2857142857142856]",0.7356076759061816,0.7356076759061816,True,True,4,1.4285714285714282,0,0,3.1684981684981675,3.1684981684981675,True,False,4,0.9995297279088051,0.00046325466522351556,7.017425971278343e-06,1.8389057750759887,1.8389057750759887,True,False,4,3.7684729064039404,3.7684729064039404,True,False,4,1.9604863221884488,1.9604863221884488,True,False,4,2.157894736842105,2.157894736842105,True,False,4,14,0.0,none,0.00042744070390702784,0.0,absent,,1.714285714285714,0.2857142857142858,0.0,level1,1.9999999999999998
2.7400585521760212,8.701534614390015,,4,"[0.5333333333333333, 0.6666666666666666, 1.9999999999999998, 2.1333333333333333]",9.477611940298509,9.477611940298509,True,False,4,0.5333333333333333,0,0,4.145299145299145,4.145299145299145,True,False,4,0.5021884472098581,0.4977794038691139,3.214892102799475e-05,7.80141843971631,7.80141843971631,True,False,4,4.425287356321839,4.425287356321839,True,False,4,3.5815602836879434,3.5815602836879434,True,False,4,8.473684210526313,8.473684210526313,True,False,4,15,0.0,none,3.214892102799475e-05,0.0,absent,,0.6666666666666666,0.5333333333333333,0.5656854249492378,level2,1.9999999999999998
5.522734084740546,9.850066071248287,,3,"[1.0, 1.5000000000000002, 2.0]",2.46268656716418,2.46268656716418,True,False,3,1.0,0,0,1.7948717948717934,1.7948717948717934,True,False,3,0.9999835931168731,1.6350239442777266e-05,5.664368418448725e-08,nan,nan,False,False,3,2.844827586206896,2.844827586206896,True,False,3,0.3191489361702148,0.3191489361702148,True,True,3,2.1578947368421026,2.1578947368421026,True,False,3,16,0.0,none,5.664368418448725e-08,0.0,absent,,1.5000000000000002,0.5,2.220446049250313e-16,level1,2.0
9.875233407159257,9.026748403596791,,1,[2.0],nan,nan,False,False,1,2.0,0,0,nan,nan,False,False,1,0.9999614750117931,3.846719034689463e-05,5.779786001840178e-08,nan,nan,False,False,1,nan,nan,False,False,1,nan,nan,False,False,1,nan,nan,False,False,1,17,0.0,none,5.779786001840178e-08,0.0,absent,,nan,nan,nan,level1,nan
6.294049396618733,3.1162477758631297,,4,"[1.5000000000000002, 1.7500000000000004, 2.0, 2.2500000000000004]",1.2686567164179117,1.2686567164179117,True,False,4,1.5000000000000002,0,0,3.3974358974358956,3.3974358974358956,True,False,4,0.9999264142171548,7.337388661959841e-05,2.1189622567461368e-07,1.8617021276595784,1.8617021276595784,True,False,4,3.922413793103447,3.922413793103447,True,False,4,2.340425531914891,2.340425531914891,True,False,4,2.36842105263158,2.36842105263158,True,False,4,18,0.0,none,2.1189622567461368e-07,0.0,absent,,1.7500000000000004,0.25000000000000006,3.7785659521028223e-16,level1,2.0
2.2928641254807802,5.716029307312989,,4,"[0.5714285714285714, 0.6428571428571429, 2.0, 2.0714285714285716]",10.117270788912585,10.117270788912585,True,False,4,0.5714285714285714,0,0,4.542124542124541,4.542124542124541,True,False,4,0.5006572810688963,0.49846166227772615,0.0008810566533775335,8.586626139817627,8.586626139817627,True,False,4,4.692118226600984,4.692118226600984,True,False,4,4.240121580547111,4.240121580547111,True,False,4,8.924812030075188,8.924812030075188,True,False,4,19,0.0,none,0.0008810566533775335,0.0,absent,,0.6428571428571429,0.5000000000000001,0.6060915267313264,level2,2.0
4.7934901594893935,7.408595985693412,,4,"[1.0, 1.4999999999999998, 2.0, 2.5000000000000004]",2.46268656716418,2.46268656716418,True,False,4,1.0,0,0,1.794871794871796,1.794871794871796,True,False,4,0.9992534884785962,0.0007464759912127027,3.553019111028625e-08,2.9787234042553243,2.9787234042553243,True,False,4,2.8448275862068977,2.8448275862068977,True,False,4,0.31914893617021006,0.31914893617021006,True,True,4,2.157894736842107,2.157894736842107,True,False,4,20,0.0,none,9.438600775865185e-06,0.0,absent,,1.4999999999999998,0.5000000000000001,2.7940000073818173e-16,level1,2.0
6.559468921992937,3.132274938410056,,1,[2.0],nan,nan,False,False,1,2.0,0,0,nan,nan,False,False,1,0.9997470537283585,0.00025274182306025516,2.0444858139973184e-07,nan,nan,False,False,1,nan,nan,False,False,1,nan,nan,False,False,1,nan,nan,False,False,1,21,0.0,none,2.0444858139973184e-07,0.0,absent,,nan,nan,nan,level1,nan
