attempt_id	species_id	memory_score_k10
205	c46cc2c228b7897b63a0ce533ca1854556810000e9fe3e2953bb9bed66321013	-0.2745267410713699
209	d8dbcf4cb6818e16e1909e0a64731578060585f94bb88d07146559bdee22c265	-0.13931201857855435
214	43d399e63bd908f0dfb0596521fd72a8025ba21df7cea10089cc555072dfccdb	-3.8214337289148537
216	3e7f50e432913b09fc22c53a4d11c0438cda9258738ed648714678a5119804ee	-0.20328117376941002
217	e578011cc333defb82d5f2a9c7e9a80c293a2c2b9b5b579921de12d0ad60c186	-0.10937411693637955
218	fcac6d8893707ada3b248b3c986dc3065b113ff7f369f5153fa64357d3edb7df	-0.8074733325293577
220	4a4cd409786fc364b7d18281813d3005b7f2e4bfd04d0c5d44ebda3908538b02	-0.32771492603177954
225	1d28988a9f6046c867f0619c8ea28cd04e226e838b0038354a123497201b3626	-0.048199591995184976
226	143fce36318c984ddacebd11d4a6488681a3a7ee4afdacf39a6e901f3f7187f6	-0.2897223989738724
227	a8f27942f24c3cc61db27d6ef355f81f40fa40d86ce34e72f00736507fb16c23	-1.5007033963629737
230	5aabe2da653180d91f3815c8711bd2599810f59dcd86d954969be40fa590b579	-0.47642197732484926
231	7d56054c568e383d2512595aa3bed8a6778c847a54dcce0aacf26099c8d623f6	-2.81265360377158
232	bd6a6c85b6a007f613a25f0b8a1e057572ebe06dd6ae6151732f699639b3f4ba	-0.12785562493239477
237	d4e68f468bcdd5fcfae38ee1a5b746b7c296e0bf1999bdb1106520ddc4a2d016	-4.216686826205137
239	72ba51dce6a620ca4c949d9f7d7604c675c94ce2907e1a73df9a466ad8d6a821	-312.81351447187615
241	d56ac535ceaa54fb07abae2f52f0bd19de147e3775931e58044e969218801489	-0.8519703328064445
242	0cd35b520c3972752714e3b5e2d7ac27a73eea37c2368ec196a7a2f6c068ad77	-1.6048077201504407
243	c9b957fa591fb168e28e916c573ae6cb4c566523b2ec72be22775da8a5d74f9e	-0.5595339441876992
246	71d8d0309954bab7963fb53b2f4c44c627ba5ddf70d11d35bb1f464a9bd66dfd	-6.9309541144715
249	e1f2330d958b8a3a903b1f1015683cf0ecabe4cb2db804115bfa28e6d67b4b13	-0.857456458617603
252	320b051dc37eaa71e595acdff784f183aeb9c84add4a5deeed5d305e331960b6	-0.14796504256295728
254	4307e179f06a970a16548d87f95d3affac20868453346c3ea96f4073a4cd87a0	-0.12595025980232477
255	4c04efd71bd18bf3e65e471d5c61b466740b3c26c562febe8b506e66bd45242e	-0.03344850489070117
257	81671bf1781cedea46c0e7e0af8e6cc015d6b6a53b4ee2f331f00a82fdb9f07e	-0.1596907654531281
264	6d4a777b9fb47e0a0b1dd7120963a964d1c89b40b97be92ea30f3cf701419c79	-0.12949022028444168
267	4e7ee787073730c1a0f4438787961c1e5ccecd4fa8dea64a7af38fa78f29ea58	-2.795364394288942
270	dbfb287edcf86b6c69029e65c13db89ca94dd075d88576cdff654b0dbec3e0fc	-10.694719509994346
272	f94d129d70cd98d2bd1be8557d7db84f7b15467172db66e623f989bb5a37bcc6	-2.486276660629981
276	86bab433b6acfe9493148ec76a3b5ac799abb0f3f861dd0c1def76228f34c84a	-0.04437896786105444
277	26be70dc75bd80f4c14b01f059233518299402d519e5b3a173c6e75edacf29d6	-6.102510747450671
279	b8af337c53bf53d02b7dd22eea324a716c28907a4961cf04bce9b37bcf6fa358	-2.2969478862737884
280	0f6418871ed00106d34d0215a8d88fe55ac02cbb6d90f1e5e8d0c9917e9861eb	-0.9041138748129167
281	0d0e0d689039269b01cfbc169ae063d024fd9bce039d1a01d1086acc27fbeef3	-0.6269951990168707
283	54e55a7c67f870a5a8924f8d8c6d124e487b084958ac8d938234f5f12a44d75b	-2.0515894732077555
284	22a12790d3a02d6d7562dbdfca5bc43a2c5336e705ae83f33bd67771b6e80260	-3.867492314824342
286	8c7179c72a0763dd0255039764d0765f3baf1789cdfd0573f621fb20ac6d78fc	-0.033576030953033964
288	51dbb138e2440df9f3088afaba977e4f972a3d6d5fe93ddb80c865b9855a95a0	-2.539682486963348
292	39c39ebb786fc2f22057a8bf7a6e768b4f72074272269e4f822025f3a36da1ff	-0.48149479995767486
293	d6ff6a665dda98bf2dd3899443654418c678f32f49cfaf32d3e16b4adee70ad5	-0.09287708633288339
294	86091dadbd898323dc60ec7f3a7d01668036e3951cba6eec2cbe119f308b767d	-1.190126489336508
297	0b2504fbddcc29a468c3afc4a6bf0fb9d4387b581c7973bf97c9875a421c1650	-0.6825903408744711
299	f36de69f9fa088281799175ea5df53b55e08930c35593084cbc4331936bbdafa	-0.2437044667458872
300	b57ca07bfd91fa70614a2016d981e69ac10f32881f0f0ada6ae66107afdb443e	-0.02519474516853326
302	8fc3341d4e69324517ff62e587340525a184214d0230d8dc8a00159dc0469592	-1.6514652859686487
303	1aeaf4bce6e28addd23c42efaab462016309a4a27f403fa7a52f1e832b5f66e8	-0.050327932137806064
304	7cc6c75675f98955102d78d2d560ba99cb20fc42e0728edcf24e0e2350e84f13	-2.222958414576137
308	cc8ad3c2812e2b597e83188c5c412aaaf8c5457de3e3c0ac1b724af83f1f4121	-0.7611437421043112
309	e1d47ddd965da51ca3544ca358bbffb0b08b9ace874d05ca9be67d7b7560b0ea	-19.126855699559577
310	e31c15bb614ad46df7c14ff15288f8604dec40168edf47f3e42577e5de462fb2	-0.29311004376907657
311	8e2e18e21cf21f815de979a973cddeec4322f24bdf9277648b9a8c1d81d9cb96	-0.06472683899616283
312	1f8dc0f19f3e495fc7a1a960d644fa1bf53ccdd76dd22313a2043640dfb2a619	-0.30708423906168236
315	3e3d4cd43a63c948a9e570728b7dfc61b752fb32a45e7baf8a86b54ef9844754	-5.086447645067616
316	82b51669375059d707ec830ca83615df308c84c34c08e3c678587873199477f2	-0.13591182459731077
318	9e705a1fa9b68575a8c031a9911accb34d15b9c581ae3825d64408bb2cb2fe4c	-1.9654877096122485
319	e402941c661d7c294fe2904228a58af8c10a83be734121b40e07a52ed86bc822	-0.33611950171785754
321	fa90387f8b0564dd98304680ec9235bd8c87fbe694508faa5490dcb582a2eb51	-1.1179262788492599
322	b03cae6aae0c428360aab6e7a1d0a56c19040a465d87349f86a4fa6559d2590a	-1.1975498134166456
324	67b844427b730626c0169390bf9e57fac425101a739764d6ba3089dfd0c9468e	-0.12120276393305862
325	6ea99bb2b276f0350e21325a484c1819fa9d6f7ac4659080d11a370740abd2fa	-9.924058010471766
331	36d1a89d4312f3aa964ccfd7e81f3c8115aba253d9a7f0907ebfa62679b5a203	-0.38648912658732026
332	5ed1d48f20bc857837bbc6e4eca705d3c54d84e85e6cdc85266836622035795a	-0.24241484884194375
336	edbc41b33ab2e8a388e8dd49b5ff0de700cc864fdf58d6f7cbc5496e3308d7a3	-2.5460591331476365
341	a31a9ee5571f563b2ffc785e8e50cdf22c4370803c028ded3f9bf95aad914ae6	-5.084996526809695
346	d99ac781c49be365cfeab2c2c1aa266f8d5d9974d6fdeac76cb327625f4d977f	-0.15469511148079618
349	e00b0d7249e21492828ec851e988105086fc16d62ce34fd00859d6f07bdc706c	-11.715019237784754
354	eeefbb0e3cb17fe7e042f9f4cdbaece69307552ef9571b7bf1130e367cd57f95	-1.315653208992022
355	53468905fb59fcccf0579a5a1d6787873b9512d0a5f4d5f8813c5efd7101eae5	-0.9033823558792713
356	dd39b722199ed413d5b9e79b8e214dce195fca2ec05f8c412a4aee54de462b5e	-0.11031713404086285
357	4fea2673739c70db418f35c44d76bb6bb3633dd96731f7e43e19ee917e7e20d7	-6.302213882327455
360	d5f95549b388f293d59d8f9c0f13917a667b7b49b9460314221b066f8865dd83	-0.00476539384793595
362	26490fdae99eb75dd97a6d3252e43d29b697137348733180daf3632718262b43	-0.17991851422275018
364	5d0d5bc7975542ef0dfbc87828cab14c26e1e9d7b29c8c59d8a5bf89a85868f7	-14.60449534200316
367	8060394f0c06da65efe83699366dc5a3e6d33ce79bf1cd1986c88aed849ed5a0	-0.03142031452587868
371	b0e6b6f9a967e648f863dae2f9ebd6705e2257ddddd7b88a6d617208c5eef231	-0.7815905912176251
373	01f148ec5fcd6c038b03cec2872b15b57ce513dc4a54a86de7b2588bb765abb7	-352.1696247730669
375	615cd069488154bc0f8c69e7fec9723589eabe9e61394a1c98c22f20b33cdc2c	-5.257001643850242
377	ec4b9134e86d490fd9d842354a5a8e1fe2f2b864229d2bba8e8731929197930f	-0.2300708689484674
381	6ce43df3a17e766529e751bc2e7e83a95bc98a97392ff012a9171877ac9c85b9	-1.2222841703352771
385	d05f18e475960d43df63592db9652d386344920c0085af62492d12c939555535	-0.39374694926701403
392	06beb67aebd38fb8e320af9c44eedb206788087ff02b15b21d365a2590f12bda	-11.196881405154544
