proxy,corr_with_s2
Nucleon_like_d_spacing,0.34012407394120003
Nucleon_like_d_total,0.34012407394120003
Nucleon_like_has_enough_levels,0.10208617276825767
Nucleon_like_is_match,nan
Nucleon_like_n_levels_sim,0.16782019430294692
Pion_like_d_spacing,-0.09013965005648653
Pion_like_d_total,-0.09013965005648653
Pion_like_has_enough_levels,0.028004788190902904
Pion_like_is_match,-0.01463170937687154
Pion_like_n_levels_sim,0.16782019430294692
R_S1_Q,0.1206316254679385
R_S2_S1,-0.09305611428259827
R_S3_S2,0.03319667328409657
Rho_like_d_spacing,0.22247476492473928
Rho_like_d_total,0.22247476492473928
Rho_like_has_enough_levels,-0.21789422068638553
Rho_like_is_match,-0.03970463730922457
Rho_like_n_levels_sim,0.16782019430294692
band_count,0.16782019430294692
first_energy,-0.46876707146424423
s2_band_fraction,0.9046888051175094
s3_band_fraction,nan
second_energy,-0.18444830108064567
spacing_mean,0.32919765780364957
spacing_std,0.2927724883598447
third_energy,0.0033535151524397315
