proxy,corr_with_s2
Nucleon_like_d_spacing,0.3004864091242736
Nucleon_like_d_total,0.3004864091242736
Nucleon_like_has_enough_levels,0.11984128111308577
Nucleon_like_is_match,nan
Nucleon_like_n_levels_sim,0.09705850229354578
Pion_like_d_spacing,-0.07080021865551828
Pion_like_d_total,-0.07080021865551828
Pion_like_has_enough_levels,nan
Pion_like_is_match,-0.15877683720748897
Pion_like_n_levels_sim,0.09705850229354578
R_S1_Q,0.03472697751825964
R_S2_S1,-0.13366247207022014
R_S3_S2,0.05652211790763559
Rho_like_d_spacing,0.16070853170449795
Rho_like_d_total,0.16070853170449795
Rho_like_has_enough_levels,-0.05399492471560385
Rho_like_is_match,-0.026793191107712163
Rho_like_n_levels_sim,0.09705850229354578
band_count,0.09705850229354578
first_energy,-0.44860165459591167
s2_band_fraction,0.9488649909327421
s3_band_fraction,nan
second_energy,-0.2658112545329536
spacing_mean,0.3307964416112309
spacing_std,0.21086595254986784
third_energy,0.037090115407714876
